CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG.1;STAT;x;y
CAT048;20;129;12:17:34:797;41,34557933;2,22072455;518,142408683896;1699,94234010647;6,007812;63,319702;1000,0;17,0;4D00F2;LGL3591;1015,2;;;;;;-116.894531;164,0;0,256;-896,0;-768;955;176,0;245,473;No alert, no SPI, aircraft airbone;23,871369704781216;13,856803509732062
CAT048;20;129;12:17:34:875;41,39353678;2,45282059;1318,09585508239;4324,46160518849;16,816406;70,532227;6335,0;43,25;491118;CSDHX;1015,2;-27,598;-45,879;220,0;NV;218;-50.800781;200,0;0,328;-1024,0;NV;3188;219,34;314,6265;No alert, no SPI, aircraft airbone;34,33510004307773;16,810184990941284
CAT048;20;129;12:17:37:086;41,29851147;1,51938191;1576,8584526144;5173,42028567542;26,367188;269,906616;1000,0;51,75;395C04;FGXAE;1015;;;;;;-156.972656;246,0;0,408;-1568,0;NV;2594;276,98;205,9167;No alert, no SPI, aircraft airbone;-7,829281808217101;10,969723137584737
CAT048;20;129;12:17:37:219;41,35693777;1,73617627;883,734008214436;2899,38988351025;16,886719;281,645508;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;96,14;229,0979;No alert, no SPI, aircraft airbone;1,9733532412911083;14,466202419556831
CAT048;20;129;12:17:37:320;41,41688714;1,68548531;990,370129650459;3249,24593616241;20,078125;290,45105;7375,0;32,5;399A64;BSO2DN;;;;;;;;;;;;3995;96,36;246,0938;No alert, no SPI, aircraft airbone;-0,3167896700935244;18,060863048927526
CAT048;20;129;12:17:38:391;41,56032999;2,28111793;975,393156164326;3200,10888247017;17,550781;27,372437;7352,0;32,0;34830A;BSO3RG;;;;;;;;;;;;2503;68,2;34,8541;No alert, no SPI, aircraft airbone;26,513684856235034;26,75292746147494
CAT048;20;129;12:17:38:539;41,41833574;2,23611399;1203,95077162702;3949,96984958478;9,320312;40,605469;4447,0;39,5;344646;VLG1HW;1015;-0,176;66,445;228,0;0;228;65.039062;209,0;0,34;0,0;0;1104;228,14;66,4673;No alert, no SPI, aircraft airbone;24,539654511428193;18,224215269390466
CAT048;20;129;12:17:38:750;41,32126972;2,14930677;205,737331992947;674,991268295739;2,46875;59,985352;6357,0;6,75;34440B;VLG10LL;1015;0,879;-114,785;148,0;-0,031;140;-118.476562;136,0;0,208;-768,0;-768;2790;147,62;245,1654;No alert, no SPI, aircraft airbone;20,65150258479834;12,380776644537244
CAT048;20;129;12:17:38:789;41,34421743;2,2167038;502,903596490622;1649,94623551029;5,808594;63,237305;1000,0;16,5;4D00F2;LGL3591;1015,2;;;;;;-116.71875;162,0;0,252;-800,0;-640;955;173,8;245,5005;No alert, no SPI, aircraft airbone;23,69015555042812;13,774036565942255
CAT048;20;129;12:17:38:859;41,39609423;2,44858775;1302,86060547642;4274,47718887127;16,6875;69,818115;6335,0;42,75;491118;CSDHX;1015,2;;;;;;-60.820312;200,0;0,328;-992,0;NV;3188;220,22;305,5627;No alert, no SPI, aircraft airbone;34,14262182580273;16,961891003641906
CAT048;20;129;12:17:38:805;41,37319391;2,30352131;891,488668013364;2924,83168156497;10,101562;64,412842;1000,0;29,25;49520F;TAP875;1015,2;;;;;;-113.554688;200,0;0,316;-896,0;-896;1593;217,8;246,731;No alert, no SPI, aircraft airbone;27,601499692882285;15,537238599193726
CAT048;20;129;12:17:41:070;41,29366518;1,51643352;1546,37358363904;5073,40430814631;26,503906;269,280396;1000,0;50,75;395C04;FGXAE;1015;;;;;;-157.148438;246,0;0,408;-1440,0;NV;2594;276,98;205,9167;No alert, no SPI, aircraft airbone;-7,963206917465934;10,67936680497722
CAT048;20;129;12:17:41:211;41,35553586;1,73430779;883,731878809631;2899,38289727379;16,953125;281,310425;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;97,68;228,642;No alert, no SPI, aircraft airbone;1,8889676884973765;14,382089740797362
CAT048;20;129;12:17:41:305;41,41628571;1,68344223;990,367548589595;3249,23746811469;20,152344;290,264282;7375,0;32,5;399A64;BSO2DN;;;;;;;;;;;;3995;94,38;244,248;No alert, no SPI, aircraft airbone;-0,4090242136177211;18,024803720614347
CAT048;20;129;12:17:42:383;41,56129997;2,28204354;944,913270953111;3100,10925587381;17,621094;27,405396;7352,0;31,0;34830A;BSO3RG;;;;;;;;;;;;2503;66,88;37,7216;No alert, no SPI, aircraft airbone;26,55498411649913;26,811381313382796
CAT048;20;129;12:17:42:539;41,42008484;2,24137015;1203,9492224725;3949,96476705666;9,554688;41,275635;4447,0;39,5;344646;VLG1HW;1015;;;;;;65.039062;210,0;0,34;64,0;32;1104;227,26;66,3684;No alert, no SPI, aircraft airbone;24,77626634883893;18,330594738829582
CAT048;20;129;12:17:42:742;41,32011421;2,14600533;190,497704474255;624,992488747316;2,304688;59,622803;6357,0;6,25;34440B;VLG10LL;1015;;;;;;-117.773438;138,0;0,208;-768,0;-768;2790;148,28;245,6818;No alert, no SPI, aircraft airbone;20,50260935206565;12,31070437736184
CAT048;20;129;12:17:42:781;41,34290409;2,21283945;495,284698612057;1624,94985059438;5,617188;63,154907;1000,0;16,25;4D00F2;LGL3591;1015,2;0;-114,258;172,0;0;168;-116.542969;160,0;0,248;-736,0;-736;955;172,48;245,6653;No alert, no SPI, aircraft airbone;23,515984766654007;13,69423222250798
CAT048;20;129;12:17:42:852;41,3980347;2,44377251;1280,00574162044;4199,49403733799;16,523438;69,180908;6335,0;42,0;491118;CSDHX;1015,2;;;;;;-70.136719;201,0;0,328;-1088,0;NV;3188;221,32;294,5929;No alert, no SPI, aircraft airbone;33,92417888975869;17,076380109213687
CAT048;20;129;12:17:42:797;41,37160301;2,29850132;868,631229187362;2849,84008196706;9,855469;64,346924;1000,0;28,5;49520F;TAP875;1015,2;-1,055;-113,379;218,0;-0,094;214;-113.90625;200,0;0,32;-928,0;-928;1593;218,24;246,4893;No alert, no SPI, aircraft airbone;27,37539599593245;15,440252295756823
CAT048;20;129;12:17:45:063;41,28915271;1,51354197;1515,88883289788;4973,38871852468;26,640625;268,703613;1000,0;49,75;395C04;FGXAE;1015;0;-154,16;276,0;NV;270;-156.972656;245,0;0,404;-1344,0;NV;2594;276,1;206,0046;No alert, no SPI, aircraft airbone;-8,094539661598134;10,409028610488395
CAT048;20;129;12:17:45:195;41,35425296;1,73248233;883,729804385453;2899,37609141997;17,019531;281,002808;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;98,34;228,4882;No alert, no SPI, aircraft airbone;1,8065191726734384;14,305116713653442
CAT048;20;129;12:17:45:297;41,41477113;1,68106133;990,36430597771;3249,22682962391;20,222656;289,918213;7375,0;32,5;399A64;BSO2DN;;;;;;;;;;;;3995;93,94;244,7974;No alert, no SPI, aircraft airbone;-0,5165181257860116;17,93398683371831
CAT048;20;129;12:17:45:992;41,54604564;2,06009222;365,827615161426;1200,22187292621;14,835938;352,677612;7027,0;12,0;34734D;ARK4BH;;;;;;;;;;;;2539;47,96;134,599;No alert, no SPI, aircraft airbone;16,561406492123474;25,841596741840288
CAT048;20;129;12:17:46:383;41,56226704;2,28313906;944,913296816871;3100,10934072866;17,695312;27,460327;7352,0;31,0;34830A;BSO3RG;;;;;;;;;;;;2503;66,66;41,347;No alert, no SPI, aircraft airbone;26,603936507176595;26,86971301006383
CAT048;20;129;12:17:46:539;41,42173267;2,24647454;1203,94763569161;3949,95956108247;9,78125;41,907349;4447,0;39,5;344646;VLG1HW;1015;;;;;;65.039062;210,0;0,34;-32,0;0;1104;227,26;66,3684;No alert, no SPI, aircraft airbone;25,00605328965244;18,43087186249437
CAT048;20;129;12:17:46:734;41,31897793;2,14268595;175,258052097633;574,993627644;2,140625;59,16687;6357,0;5,75;34440B;VLG10LL;1015;;;;;;-117.773438;137,0;0,208;-736,0;-768;2790;149,16;245,8411;No alert, no SPI, aircraft airbone;20,35289384566715;12,241786774058497
CAT048;20;129;12:17:46:773;41,3416132;2,20906138;480,045738494024;1574,95326068073;5,429688;63,07251;1000,0;15,75;4D00F2;LGL3591;1015,2;;;;;;-116.542969;158,0;0,244;-864,0;-768;955;169,84;246,0004;No alert, no SPI, aircraft airbone;23,34569839841451;13,615805000371282
CAT048;20;129;12:17:46:836;41,39947072;2,43869875;1264,77094901819;4149,51112037683;16,339844;68,615112;6335,0;41,5;491118;CSDHX;1015,2;;;;;;-75.410156;201,0;0,328;-864,0;NV;3188;221,76;288,6768;No alert, no SPI, aircraft airbone;33,694334347640236;17,160530016339802
CAT048;20;129;12:17:46:789;41,37000233;2,29357844;853,393670710735;2799,84809061461;9,613281;64,291992;1000,0;28,0;49520F;TAP875;1015,2;;;;;;-113.90625;201,0;0,32;-960,0;-928;1593;217,8;246,1432;No alert, no SPI, aircraft airbone;27,153672250790997;15,342722784632763
CAT048;20;129;12:17:48:352;41,28936269;2,09507065;8,16704705357552e-05;0,0002679477465525;0,75;204,927979;6302,0;0,0;348208;VLG715N;1015;;;;;;-114.433594;105,0;0,16;-160,0;96;385;102,08;245,6927;No alert, no SPI, aircraft airbone;18,208389418451414;10,455301803089808
CAT048;20;129;12:17:49:047;41,28424824;1,51056108;1493,02396797854;4898,37275510273;26,785156;268,082886;1000,0;49,0;395C04;FGXAE;1015;;;;;;-156.796875;246,0;0,404;-1280,0;NV;2594;274,78;205,9113;No alert, no SPI, aircraft airbone;-8,229980477128395;10,115196055645937
CAT048;20;129;12:17:49:188;41,35310605;1,7307892;883,727880676277;2899,36978003796;17,082031;280,728149;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;97,9;228,7244;No alert, no SPI, aircraft airbone;1,730043448978545;14,236303252534732
CAT048;20;129;12:17:49:289;41,41371965;1,67882189;990,361345973797;3249,21711832467;20,296875;289,654541;7375,0;32,5;399A64;BSO2DN;;;;;;;;;;;;3995;94,82;242,3529;No alert, no SPI, aircraft airbone;-0,6176263560621646;17,87094405281914
CAT048;20;129;12:17:50:008;41,54630422;2,07191487;396,308966756798;1300,22631049437;14,792969;354,732056;7027,0;13,0;34734D;ARK4BH;;;;;;;;;;;;2539;389,4;89,4836;No alert, no SPI, aircraft airbone;17,09399648063223;25,8593888173911
CAT048;20;129;12:17:50:375;41,56312461;2,28416186;914,433292306028;3000,10932272931;17,761719;27,515259;7352,0;30,0;34830A;BSO3RG;;;;;;;;;;;;2503;67,1;46,8073;No alert, no SPI, aircraft airbone;26,64965660677261;26,921456127849257
CAT048;20;129;12:17:50:539;41,42341153;2,25162434;1203,94597121701;3949,9541002076;10,011719;42,511597;4447,0;39,5;344646;VLG1HW;1015;;;;;;65.039062;210,0;0,34;-96,0;0;1104;228,14;66,4673;No alert, no SPI, aircraft airbone;25,23786641491524;18,533036501385418
CAT048;20;129;12:17:50:820;41,4006246;2,4335487;1249,53609297611;4099,52799527973;16,148438;68,087769;6335,0;41,0;491118;CSDHX;1015,2;-4,57;-73,477;222,0;NV;220;-76.992188;201,0;0,328;-864,0;NV;3188;222,2;286,474;No alert, no SPI, aircraft airbone;33,46119878728994;17,227744355908552
CAT048;20;129;12:17:50:719;41,31782304;2,13927625;160,018380315974;524,994702875861;1,972656;58,601074;6357,0;5,25;34440B;VLG10LL;1015;;;;;;-118.125;139,0;0,212;-768,0;-672;2790;149,6;245,4895;No alert, no SPI, aircraft airbone;20,199095406411978;12,171737976714942
CAT048;20;129;12:17:50:766;41,34034534;2,20527217;457,186747271568;1499,95656791845;5,242188;62,96814;1000,0;15,0;4D00F2;LGL3591;1015,2;;;;;;-116.894531;156,0;0,244;-928,0;-928;955;167,42;246,0333;No alert, no SPI, aircraft airbone;23,174893714317964;13,538763300596976
CAT048;20;129;12:17:50:781;41,36839562;2,28875526;838,155995973386;2749,85571782932;9,375;64,248047;1000,0;27,5;49520F;TAP875;1015,2;;;;;;-114.082031;201,0;0,32;-928,0;-960;1593;217,8;246,1432;No alert, no SPI, aircraft airbone;26,93644414967464;15,244875007577013
CAT048;20;129;12:17:51:102;41,286771;2,4013282;1828,673171998;5999,58408961792;13,597656;93,433228;6306,0;60,0;345218;AEA41FY;1015,2;;;;;;-24.082031;220,0;0,372;-1120,0;-1088;3318;246,84;335,3027;No alert, no SPI, aircraft airbone;32,06178533935134;10,388048247132911
CAT048;20;129;12:17:52:406;41,28850023;2,09226476;3,8820318877697e-05;0,0001273632549867;0,855469;211,190186;6302,0;0,0;348208;VLG715N;1015;;;;;;-115.136719;117,0;0,176;-32,0;64;385;124,52;245,2863;No alert, no SPI, aircraft airbone;18,081714413318494;10,402998811084217
CAT048;20;129;12:17:53:039;41,27963727;1,5076299;1470,15920532215;4823,35712718914;26,929688;267,506104;1000,0;48,25;395C04;FGXAE;1015;;;;;;-156.972656;246,0;0,404;-1248,0;NV;2594;274,78;205,9113;No alert, no SPI, aircraft airbone;-8,363155319783079;9,838964300417166
CAT048;20;129;12:17:53:180;41,35205596;1,72912805;883,725997624919;2899,36360204774;17,144531;280,475464;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;97,02;229,0265;No alert, no SPI, aircraft airbone;1,6550077195920825;14,173298107759436
CAT048;20;129;12:17:53:273;41,41241771;1,67657173;997,978294868954;3274,20710893786;20,367188;289,352417;7375,0;32,75;399A64;BSO2DN;;;;;;;;;;;;3995;92,62;242,3254;No alert, no SPI, aircraft airbone;-0,7192245330182162;17,792883875132137
CAT048;20;129;12:17:54:367;41,56387223;2,28562526;914,432991281152;3000,10833511485;17,832031;27,636108;7352,0;30,0;34830A;BSO3RG;;;;;;;;;;;;2503;65,78;53,6517;No alert, no SPI, aircraft airbone;26,715265660777913;26,966740989317994
CAT048;20;129;12:17:54:539;41,42512193;2,25669437;1203,9442824116;3949,94855950727;10,242188;43,066406;4447,0;39,5;344646;VLG1HW;1015;0;66,27;228,0;0,094;228;65.039062;210,0;0,34;-32,0;0;1104;228,14;66,4673;No alert, no SPI, aircraft airbone;25,46605478415243;18,637083039381544
CAT048;20;129;12:17:54:703;41,31671272;2,13602753;144,778664919548;474,995635014649;1,8125;57,980347;6357,0;4,75;34440B;VLG10LL;1015;1,582;-114,609;148,0;0,344;140;-117.246094;137,0;0,208;-896,0;-672;2790;148,72;245,3302;No alert, no SPI, aircraft airbone;20,052556141201656;12,104404972609391
CAT048;20;129;12:17:54:813;41,40161994;2,42826809;1226,68124755565;4024,54490423048;15,949219;67,571411;6335,0;40,25;491118;CSDHX;1015,2;;;;;;-78.398438;202,0;0,328;-896,0;NV;3188;222,86;285,0952;No alert, no SPI, aircraft airbone;33,22225640680532;17,285415225714193
CAT048;20;129;12:17:54:758;41,33914662;2,20162532;441,947685253806;1449,9596436881;5,0625;62,84729;1000,0;14,5;4D00F2;LGL3591;1015,2;;;;;;-117.246094;154,0;0,24;-960,0;-960;955;165,66;245,7532;No alert, no SPI, aircraft airbone;23,010492354918295;13,465912804276224
CAT048;20;129;12:17:54:773;41,36678262;2,28384484;815,298305441625;2674,8632924251;9,132812;64,193115;1000,0;26,75;49520F;TAP875;1015,2;;;;;;-114.082031;200,0;0,316;-960,0;-960;1593;217,14;245,7916;No alert, no SPI, aircraft airbone;26,71526666128071;15,146635373840146
CAT048;20;129;12:17:55:086;41,29095338;2,39896208;1805,81506431848;5924,59029561864;13,476562;92,39502;6306,0;59,25;345218;AEA41FY;1015,2;;;;;;-22.851562;220,0;0,372;-1280,0;-1312;3318;246,4;336,0333;No alert, no SPI, aircraft airbone;31,95273177383007;10,637987306168531
CAT048;20;129;12:17:56:461;41,28743261;2,08925009;-2,5763176381588e-05;-8,45248595997691e-05;0,984375;216,057129;6302,0;0,0;348208;VLG715N;1015;;;;;;-114.609375;135,0;0,208;32,0;64;385;140,58;245,6213;No alert, no SPI, aircraft airbone;17,945648508121682;10,338353980332498
CAT048;20;129;12:17:57:023;41,27541163;1,5047255;1439,67449304182;4723,34166375133;27,074219;266,984253;1000,0;47,25;395C04;FGXAE;1015;;;;;;-157.148438;246,0;0,404;-1248,0;NV;2594;274,78;205,9113;No alert, no SPI, aircraft airbone;-8,495087466663977;9,585842128229471
CAT048;20;129;12:17:57:172;41,35079037;1,72733641;883,723944648169;2899,3568665595;17,210938;280,178833;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;97,24;228,7408;No alert, no SPI, aircraft airbone;1,5740781285905185;14,097368721687797
CAT048;20;129;12:17:57:273;41,41188355;1,67477429;1005,59598326217;3299,19952572587;20,433594;289,193115;7375,0;33,0;399A64;BSO2DN;;;;;;;;;;;;3995;90,86;241,7377;No alert, no SPI, aircraft airbone;-0,8003784348478561;17,76086593468733
CAT048;20;129;12:17:58:367;41,56457915;2,28702441;883,952694201842;2900,10735724517;17,898438;27,751465;7352,0;29,0;34830A;BSO3RG;;;;;;;;;;;;2503;66,0;57,9913;No alert, no SPI, aircraft airbone;26,777995986336762;27,00956633540053
CAT048;20;129;12:17:58:539;41,42683946;2,2618499;1203,94249114487;3949,94268264775;10,476562;43,610229;4447,0;39,5;344646;VLG1HW;1015;;;;;;65.039062;210,0;0,34;32,0;0;1104;228,58;66,2366;No alert, no SPI, aircraft airbone;25,698087506119176;18,7415956901442
CAT048;20;129;12:17:58:688;41,31553067;2,13262389;137,158933453262;449,9965152308;1,644531;57,233276;6357,0;4,5;34440B;VLG10LL;1015;;;;;;-118.300781;138,0;0,212;-608,0;-704;2790;149,6;245,4895;No alert, no SPI, aircraft airbone;19,899029283699317;12,032740602169051
CAT048;20;129;12:17:58:797;41,40267041;2,42310809;1211,44622893445;3974,56124573731;15,757812;67,038574;6335,0;39,75;491118;CSDHX;1015,2;;;;;;-79.101562;202,0;0,328;-896,0;NV;3188;223,3;284,5294;No alert, no SPI, aircraft airbone;32,988739329115354;17,3464522895458
CAT048;20;129;12:17:58:750;41,33793083;2,19799412;419,088583185337;1374,96258725778;4,882812;62,731934;1000,0;13,75;4D00F2;LGL3591;1015,2;-0,527;-114,258;164,0;-0,031;160;-117.773438;153,0;0,236;-928,0;-864;955;163,46;245,7861;No alert, no SPI, aircraft airbone;22,846798231357692;13,392049641783208
CAT048;20;129;12:17:58:766;41,36516511;2,27903327;792,440502533689;2599,87049833263;8,894531;64,14917;1000,0;26,0;49520F;TAP875;1015,2;-0,352;-114,082;216,0;-0,031;214;-114.257812;200,0;0,316;-992,0;-1056;1593;217,14;245,7916;No alert, no SPI, aircraft airbone;26,49854593015743;15,04816780504795
CAT048;20;129;12:17:59:070;41,29516754;2,39675722;1782,95684664696;5849,59614075323;13,367188;91,329346;6306,0;58,5;345218;AEA41FY;1015,2;;;;;;-18.105469;221,0;0,372;-1120,0;-1152;3318;246,62;339,5764;No alert, no SPI, aircraft airbone;31,85096951107448;10,889894165314518
CAT048;20;129;12:18:00:500;41,28617658;2,0857797;-0,0001277877017855;-0,0004192510035261;1,140625;220,209961;6302,0;-0,25;348208;VLG715N;1015;0,527;-114,434;156,0;-0,281;154;-114.785156;151,0;0,228;-1024,0;160;385;156,2;245,4016;No alert, no SPI, aircraft airbone;17,789015677297293;10,262322431373128
CAT048;20;129;12:18:01:008;41,27083153;1,50173316;1416,8096707277;4648,32584011027;27,226562;266,42395;1000,0;46,5;395C04;FGXAE;1015;-0,176;-154,16;274,0;NV;270;-157.148438;246,0;0,404;-1248,0;NV;2594;274,34;205,719;No alert, no SPI, aircraft airbone;-8,631061556392622;9,311477136096116
CAT048;20;129;12:18:01:164;41,34957195;1,72574117;883,72210135404;2899,35081900639;17,269531;279,898682;7055,0;29,0;3465C7;CDT34;;;;;;;;;;;;1916;97,02;228,4991;No alert, no SPI, aircraft airbone;1,5020195266176506;14,02427313285733
CAT048;20;129;12:18:01:266;41,41405915;1,67412777;1013,2157800924;3324,19885995836;20,503906;289,511719;7375,0;33,25;399A64;BSO2DN;;;;;;;;;;;;3995;90,42;242,298;No alert, no SPI, aircraft airbone;-0,8295390310382348;17,89134284448357
CAT048;20;129;12:18:02:359;41,56509341;2,2885104;883,952229045331;2900,10583114109;17,957031;27,894287;7352,0;29,0;34830A;BSO3RG;;;;;;;;;;;;2503;67,1;63,4296;No alert, no SPI, aircraft airbone;26,844715354625503;27,040865224352455
CAT048;20;129;12:18:02:539;41,42852959;2,26701356;1203,9406195879;3949,93654236876;10,710938;44,137573;4447,0;39,5;344646;VLG1HW;1015;;;;;;65.039062;210,0;0,34;-64,0;0;1104;227,7;66,1377;No alert, no SPI, aircraft airbone;25,930485776535278;18,844481366050687
CAT048;20;129;12:18:02:672;41,31442829;2,12935605;114,299164508469;374,997270885967;1,484375;56,293945;6357,0;3,75;34440B;VLG10LL;1015;;;;;;-117.949219;140,0;0,212;-768,0;-768;2790;150,04;245,9949;No alert, no SPI, aircraft airbone;19,75161293982467;11,965890635945295
CAT048;20;129;12:18:02:789;41,40362848;2,41777847;1196,21126657072;3924,5777718159;15,558594;66,500244;6335,0;39,25;491118;CSDHX;1015,2;;;;;;-79.277344;202,0;0,328;-832,0;NV;3188;223,74;283,9691;No alert, no SPI, aircraft airbone;32,747617140161296;17,40189832434315
CAT048;20;129;12:18:02:742;41,33666606;2,19429406;403,849461095408;1324,96546594026;4,699219;62,62207;1000,0;13,25;4D00F2;LGL3591;1015,2;;;;;;-117.773438;152,0;0,236;-800,0;-832;955;162,58;245,6433;No alert, no SPI, aircraft airbone;22,680002584650623;13,315238166840844
CAT048;20;129;12:18:02:758;41,36352943;2,27423329;769,582631899044;2524,87748203966;8,65625;64,110718;1000,0;25,25;49520F;TAP875;1015,2;;;;;;-114.257812;200,0;0,316;-1152,0;-1248;1593;217,14;245,7916;No alert, no SPI, aircraft airbone;26,282345355232337;14,948626101245273
CAT048;20;129;12:18:03:047;41,29950281;2,39514224;1760,09816676844;5774,60046946057;13,289062;90,214233;6306,0;57,75;345218;AEA41FY;1015,2;24,258;-12,656;246,0;2,031;246;-10.546875;220,0;0,368;-928,0;-832;3318;245,08;347,4921;No alert, no SPI, aircraft airbone;31,775837774995445;11,149281139634525
CAT048;20;129;12:18:04:531;41,28490739;2,08209707;-0,0002717291936278;-0,0008915000076219;1,308594;223,632202;6302,0;-0,25;348208;VLG715N;1015;;;;;;-117.597656;157,0;0,236;1472,0;960;385;166,54;245,896;No alert, no SPI, aircraft airbone;17,622779995504047;10,185465112763687
CAT048;20;129;12:18:05:148;41,34830814;1,72398095;914,200072266161;2999,34416509371;17,335938;279,607544;7055,0;30,0;3465C7;CDT34;;;;;;;;;;;;1916;97,24;228,1531;No alert, no SPI, aircraft airbone;1,4225037664670637;13,948454195758812
CAT048;20;129;12:18:05:250;41,40987074;1,67058527;1013,21036307234;3324,18108758227;20,574219;288,704224;7375,0;33,25;399A64;BSO2DN;;;;;;;;;;;;3995;91,3;242,5891;No alert, no SPI, aircraft airbone;-0,9895281882394888;17,640200653617917
CAT048;20;129;12:18:06:359;41,56571551;2,28990669;883,951872021891;2900,1046598043;18,019531;28,015137;7352,0;29,0;34830A;BSO3RG;;;;;;;;;;;;2503;68,42;69,4391;No alert, no SPI, aircraft airbone;26,907349177301118;27,078604940093264
CAT048;20;129;12:18:06:539;41,43017333;2,27208836;1203,93870800734;3949,93027077879;10,941406;44,637451;4447,0;39,5;344646;VLG1HW;1015;;;;;;65.039062;210,0;0,34;-32,0;0;1104;228,58;66,2366;No alert, no SPI, aircraft airbone;26,158879928674622;18,944572199589132
CAT048;20;129;12:18:06:656;41,31326377;2,12591753;99,0593778938055;324,997969369113;1,316406;55,06897;6357,0;3,25;34440B;VLG10LL;1015;;;;;;-117.597656;142,0;0,216;-768,0;-768;2790;150,04;245,9949;No alert, no SPI, aircraft airbone;19,59649300791094;11,895281463183654
CAT048;20;129;12:18:06:781;41,40460973;2,41240083;1180,9762736382;3874,59419760314;15,359375;65,939941;6335,0;38,75;491118;CSDHX;1015,2;-18,457;-78,398;224,0;NV;220;-82.441406;202,0;0,328;-864,0;NV;3188;223,74;281,6071;No alert, no SPI, aircraft airbone;32,50432230374456;17,458731289263543
CAT048;20;129;12:18:06:742;41,33545068;2,1907545;388,610267698765;1274,96811067682;4,523438;62,512207;1000,0;12,75;4D00F2;LGL3591;1015,2;;;;;;-117.773438;150,0;0,232;-960,0;-704;955;161,26;245,8191;No alert, no SPI, aircraft airbone;22,52043798158177;13,24143704868521
CAT048;20;129;12:18:06:758;41,36184401;2,26927295;746,724771198817;2449,88449833993;8,410156;64,066772;1000,0;24,5;49520F;TAP875;1015,2;;;;;;-114.433594;200,0;0,316;-1216,0;-1152;1593;216,92;246,0333;No alert, no SPI, aircraft airbone;26,058908524156728;14,846065597698743
CAT048;20;129;12:18:07:039;41,30390206;2,39427292;1744,85890694521;5724,60289626213;13,25;89,071655;6306,0;57,25;345218;AEA41FY;1015,2;;;;;;-2.460938;218,0;0,364;-672,0;-544;3318;242,88;355,5066;No alert, no SPI, aircraft airbone;31,734403629862744;11,412777431689475
CAT048;20;129;12:18:07:977;40,99425269;2,14338249;1828,9098472828;6000,36058335932;18,5;174,16626;6576,0;60,0;344307;ANE90XB;1014,5;;;;;;22.851562;235,0;0,396;-704,0;-512;259;257,4;28,0591;No alert, no SPI, aircraft airbone;20,484807246903067;-7,230482264618331
CAT048;20;129;12:18:08:563;41,28354706;2,07816024;30,4795361803845;99,9984814820525;1,492188;226,422729;6302,0;1,0;348208;VLG715N;1015;;;;;;-118.828125;162,0;0,244;1696,0;2368;385;173,14;244,3195;No alert, no SPI, aircraft airbone;17,445063422588486;10,103098567364116
CAT048;20;129;12:18:09:148;41,3470059;1,72221164;914,198023970239;2999,33744496252;17,402344;279,310913;7055,0;30,0;3465C7;CDT34;;;;;;;;;;;;1916;97,46;227,8729;No alert, no SPI, aircraft airbone;1,3425749462530951;13,870332140569563
CAT048;20;129;12:18:09:250;41,41065752;1,66911202;1020,82876462303;3349,17584412583;20,652344;288,770142;7375,0;33,5;399A64;BSO2DN;;;;;;;;;;;;3995;92,62;245,094;No alert, no SPI, aircraft airbone;-1,056029590982857;17,68740114236432
CAT048;20;129;12:18:10:352;41,56597722;2,29166289;853,471096302383;2800,10211159271;18,070312;28,212891;7352,0;28,0;34830A;BSO3RG;;;;;;;;;;;;2503;68,64;73,938;No alert, no SPI, aircraft airbone;26,986340802103804;27,09484379398402
CAT048;20;129;12:18:10:539;41,43188144;2,277175;1203,93674377166;3949,9238264358;11,175781;45,10437;4447,0;39,5;344646;VLG1HW;1015;-0,352;66,094;228,0;-0,031;228;65.039062;210,0;0,34;32,0;0;1104;228,58;66,2366;No alert, no SPI, aircraft airbone;26,387771044347495;19,04854023133871
CAT048;20;129;12:18:10:633;41,31219868;2,12268236;83,8195517901331;274,99853829514;1,160156;53,519897;6357,0;2,75;34440B;VLG10LL;1015;1,406;-114,434;148,0;-0,031;142;-118.652344;138,0;0,208;-480,0;-832;2790;148,72;245,3302;No alert, no SPI, aircraft airbone;19,450532616533216;11,830686363642831
CAT048;20;129;12:18:10:766;41,40521662;2,4068358;1158,12127026077;3799,61058832236;15,144531;65,429077;6335,0;38,0;491118;CSDHX;1015,2;;;;;;-92.636719;202,0;0,328;-928,0;NV;3188;223,74;273,8452;No alert, no SPI, aircraft airbone;32,252757860824296;17,493059862983255
CAT048;20;129;12:18:10:734;41,33421341;2,18713212;373,371060533449;1224,97071024056;4,34375;62,385864;1000,0;12,25;4D00F2;LGL3591;1015,2;;;;;;-118.125;148,0;0,228;-768,0;-736;955;159,06;245,8521;No alert, no SPI, aircraft airbone;22,357131458578124;13,166308503505597
