CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG.1;STAT;x;y
CAT048;20;129;12:00:04:367;41,34734527;2,22572996;541,000879840925;1774,9373266173;6,257812;63,380127;7713,0;17,75;342397;VLG4SQ;1015;;;;;;-116.367188;166,0;0,26;-896,0;-864;1471;178,64;245,874;No alert, no SPI, aircraft airbone;24,096925836140976;13,964080219153079
CAT048;20;129;12:00:04:594;41,32412433;2,4001407;1333,37466708105;4374,58894274619;13,570312;83,952026;4447,0;43,75;344646;VLG1HW;1015;;;;;;30.9375;219,0;0,36;-800,0;-704;1104;242,66;26,4551;No alert, no SPI, aircraft airbone;31,989914518155505;12,627604282081032
CAT048;20;129;12:00:06:016;41,15466488;1,98174297;1729,74472908396;5675,01569696783;10,355469;211,920776;4556,0;56,75;ABFA24;AAL113;1015;;;;;;-128.144531;219,0;0,364;1376,0;1536;1408;247,5;232,0587;No alert, no SPI, aircraft airbone;13,10925740994885;2,35757797394721
CAT048;20;129;12:00:06:234;41,27773733;2,06350497;289,558512614109;949,995150524872;2,226562;231,712646;1000,0;9,5;341646;IBE04KP;1015;-26,543;-126,914;162,0;-3,125;160;-134.824219;154,0;0,236;2528,0;2400;1906;162,8;232,9871;No alert, no SPI, aircraft airbone;16,783619703726373;9,751829735884696
CAT048;20;129;12:00:06:430;41,22284331;1,83342451;1493,42469537072;4899,68747756007;13,046875;249,076538;420,0;49,0;E80476;TAM8115;1015;;;;;;-96.152344;250,0;0,412;2080,0;2240;2645;274,12;263,0786;No alert, no SPI, aircraft airbone;6,380418377609815;6,429465383539952
CAT048;20;129;12:00:07:172;41,57353424;1,75085249;1554,39236476272;5099,71264600813;22,796875;316,027222;6556,0;51,0;3471CA;ECHNN;;;;;;;;;;;;3334;132,66;113,6481;No alert, no SPI, aircraft airbone;2,627790893669371;27,456088074578684
CAT048;20;129;12:00:07:344;41,4752671;1,97694274;708,673467629589;2325,04425953786;11,902344;331,682739;7375,0;23,25;399A64;BSO2DN;;;;;;;;;;;;3171;117,92;289,8138;No alert, no SPI, aircraft airbone;12,829046810352686;21,58286857780468
CAT048;20;129;12:00:07:547;41,55680066;2,04215383;579,191275272518;1900,23390356509;15,597656;350,0354;7010,0;19,0;3464CD;EAX2K;;;;;;;;;;;;591;120,12;106,7377;No alert, no SPI, aircraft airbone;15,75062045589947;26,48327179598202
CAT048;20;129;12:00:08:172;41,59548807;2,51126206;761,864541626535;2499,55566275;25,566406;46,109619;7025,0;25,0;346515;ARK31MI;;;;;;;;;;;;3232;135,08;293,1042;No alert, no SPI, aircraft airbone;36,86041677757171;28,94520687348143
CAT048;20;129;12:00:08:180;41,4585825;2,32755528;1813,5172056444;5949,85978896637;13,941406;47,015991;1000,0;59,5;44CDC9;BEL9QH;1015;;;;;;84.902344;208,0;0,352;0,0;32;3528;234,3;91,2195;No alert, no SPI, aircraft airbone;28,64988523169554;20,66570947166993
CAT048;20;129;12:00:08:234;41,48982908;2,42577262;1059,0735726459;3474,65094007956;18,511719;52,086182;1000,0;34,75;344697;VLG41XC;1015;18,105;67,5;226,0;1,594;228;68.554688;210,0;0,34;-544,0;-576;3384;226,82;66,5991;No alert, no SPI, aircraft airbone;33,06508153165468;22,574358573507023
CAT048;20;129;12:00:08:398;41,3992769;2,40588036;944,76067054458;3099,60859834948;14,957031;66,604614;2031,0;31,0;06A2F4;QTR25Q;1015;0,176;-79,629;212,0;0;204;-80.332031;190,0;0,304;-960,0;-1056;1364;212,52;280,2997;No alert, no SPI, aircraft airbone;32,21253293404897;17,136506490693478
CAT048;20;129;12:00:08:359;41,34605919;2,22185249;525,762078468688;1724,94125752321;6,066406;63,292236;7713,0;17,25;342397;VLG4SQ;1015;;;;;;-116.542969;165,0;0,256;-864,0;-832;1471;177,76;245,7422;No alert, no SPI, aircraft airbone;23,922168729730224;13,885888926406968
CAT048;20;129;12:00:08:367;41,37230895;2,29939139;876,250851165503;2874,83884253783;9,910156;64,226074;2014,0;28,75;4D2265;RYR10NA;1015,2;;;;;;-115.664062;194,0;0,308;-1216,0;-1152;323;212,74;245,8411;No alert, no SPI, aircraft airbone;27,41530931529834;15,48286624409218
CAT048;20;129;12:00:08:578;41,32782723;2,4035267;1318,13201626204;4324,58024423315;13,746094;83,095093;4447,0;43,25;344646;VLG1HW;1015;;;;;;38.847656;220,0;0,36;-736,0;-672;1104;242,0;32,5031;No alert, no SPI, aircraft airbone;32,141173946980324;12,850903701392586
CAT048;20;129;12:00:10:016;41,15201529;1,97712093;1752,60404674988;5750,01346073888;10,601562;212,431641;4556,0;57,5;ABFA24;AAL113;1015;0,176;-127,793;248,0;0,062;246;-128.320312;219,0;0,368;1216,0;1312;1408;248,16;232,2015;No alert, no SPI, aircraft airbone;12,900289780452917;2,198005317047432
CAT048;20;129;12:00:10:219;41,27557182;2,06075812;342,898324265145;1124,99453818206;2,40625;231,119385;1000,0;11,25;341646;IBE04KP;1015;;;;;;-146.25;153,0;0,236;2528,0;2592;1906;161,7;220,9845;No alert, no SPI, aircraft airbone;16,659903952143647;9,62144308341065
CAT048;20;129;12:00:10:422;41,22230649;1,82688561;1539,13974447828;5049,67123927411;13,335938;249,406128;420,0;50,5;E80476;TAM8115;1015;;;;;;-96.503906;250,0;0,412;2144,0;2272;2645;275,44;262,8973;No alert, no SPI, aircraft airbone;6,084410599092188;6,39680744026221
CAT048;20;129;12:00:11:164;41,57277396;1,75392246;1554,39491641615;5099,72101757475;22,667969;316,19751;6556,0;51,0;3471CA;ECHNN;;;;;;;;;;;;3334;132,22;113,0438;No alert, no SPI, aircraft airbone;2,766079761374372;27,410587018872103
CAT048;20;129;12:00:11:336;41,47603201;1,97427696;701,052825709805;2300,04215270176;12,0;331,281738;7375,0;23,0;399A64;BSO2DN;;;;;;;;;;;;3171;117,92;289,8138;No alert, no SPI, aircraft airbone;12,70866441966246;21,62835042335179
CAT048;20;129;12:00:11:539;41,55605633;2,04353767;579,191066322848;1900,23321803465;15,542969;350,233154;7010,0;19,0;3464CD;EAX2K;;;;;;;;;;;;591;69,74;128,0182;No alert, no SPI, aircraft airbone;15,813137695422732;26,4388833603094
CAT048;20;129;12:00:12:156;41,59616758;2,50835542;754,248353510164;2474,56816813029;25,5;45,840454;7025,0;24,75;346515;ARK31MI;;;;;;;;;;;;3232;132,44;292,9175;No alert, no SPI, aircraft airbone;36,72917964584149;28,984729971418663
CAT048;20;129;12:00:12:180;41,45888119;2,33318631;1821,1336778868;5974,84821575813;14,140625;47,664185;1000,0;59,75;44CDC9;BEL9QH;1015;-22,676;81,562;232,0;-1,969;232;77.167969;208,0;0,348;0,0;-32;3528;232,76;81,59;No alert, no SPI, aircraft airbone;28,90379141442819;20,685481090737387
CAT048;20;129;12:00:12:234;41,491178;2,43096049;1043,82938294578;3424,63719274384;18,746094;52,327881;1000,0;34,25;344697;VLG41XC;1015;;;;;;76.113281;212,0;0,34;-576,0;-672;3384;227,92;71,5649;No alert, no SPI, aircraft airbone;33,29832883690513;22,657229778775314
CAT048;20;129;12:00:12:383;41,40000857;2,40075214;921,905217159539;3024,6235126657;14,761719;66,09375;2031,0;30,25;06A2F4;QTR25Q;1015;;;;;;-80.332031;189,0;0,304;-1024,0;-1056;1364;211,64;280,3491;No alert, no SPI, aircraft airbone;31,980613806626927;17,17849682882036
CAT048;20;129;12:00:12:352;41,3447013;2,21792578;510,523247125559;1674,94509009942;5,871094;63,226318;7713,0;16,75;342397;VLG4SQ;1015;;;;;;-116.367188;164,0;0,256;-800,0;-768;1471;176,88;245,6049;No alert, no SPI, aircraft airbone;23,74520540656403;13,80338568940525
CAT048;20;129;12:00:12:359;41,37067571;2,29468567;853,393178586848;2799,84647603487;9,675781;64,204102;2014,0;28,0;4D2265;RYR10NA;1015,2;;;;;;-115.488281;191,0;0,304;-1088,0;-1056;323;210,54;245,8685;No alert, no SPI, aircraft airbone;27,20341249986815;15,383449570357826
CAT048;20;129;12:00:12:563;41,33080975;2,40757669;1310,50873782113;4299,56948739308;13,949219;82,452393;4447,0;43,0;344646;VLG1HW;1015;24,434;42,715;242,0;1,938;240;46.757812;220,0;0,36;-736,0;-640;1104;242,22;42,6544;No alert, no SPI, aircraft airbone;32,322783149366785;13,031255246142083
CAT048;20;129;12:00:14:016;41,14912321;1,97223138;1775,46330920607;5825,01104337564;10,867188;212,931519;4556,0;58,25;ABFA24;AAL113;1015;;;;;;-128.320312;220,0;0,368;1024,0;1056;1408;249,7;232,1631;No alert, no SPI, aircraft airbone;12,679226510253587;2,0238638769739685
CAT048;20;129;12:00:14:203;41,27310301;2,05845839;388,618200830184;1274,9941380117;2,582031;230,009766;1000,0;12,75;341646;IBE04KP;1015;;;;;;-155.390625;151,0;0,232;2624,0;2304;1906;160,38;209,9213;No alert, no SPI, aircraft airbone;16,556484607307574;9,472956931928918
CAT048;20;129;12:00:14:422;41,2217324;1,82000614;1584,85440701712;5199,65373271805;13,640625;249,735718;420,0;52,0;E80476;TAM8115;1015;;;;;;-96.855469;249,0;0,412;2208,0;2272;2645;275,66;262,4854;No alert, no SPI, aircraft airbone;5,772981245654202;6,361914152174631
CAT048;20;129;12:00:15:164;41,57217402;1,757096;1554,39764475729;5099,72996882552;22,542969;316,395264;6556,0;51,0;3471CA;ECHNN;;;;;;;;;;;;3334;132,22;111,9177;No alert, no SPI, aircraft airbone;2,9090291127601122;27,374710349559148
CAT048;20;129;12:00:15:320;41,47678309;1,97143918;708,67209586408;2325,03975899471;12,101562;330,853271;7375,0;23,25;399A64;BSO2DN;;;;;;;;;;;;3171;115,28;290,3192;No alert, no SPI, aircraft airbone;12,580529988303779;21,672981723144495
CAT048;20;129;12:00:15:547;41,55519477;2,04554061;548,710883584805;1800,23261530037;15,476562;350,529785;7010,0;18,0;3464CD;EAX2K;;;;;;;;;;;;591;75,68;124,2993;No alert, no SPI, aircraft airbone;15,90357383814716;26,387578337171494
CAT048;20;129;12:00:16:148;41,59719817;2,50509498;754,252786572091;2474,58271229718;25,4375;45,510864;7025,0;24,75;346515;ARK31MI;;;;;;;;;;;;3232;133,76;293,1921;No alert, no SPI, aircraft airbone;36,58182112060551;29,045163829731827
CAT048;20;129;12:00:16:180;41,45980703;2,33885392;1813,51026893966;5949,83703074799;14,367188;48,186035;1000,0;59,5;44CDC9;BEL9QH;1015;;;;;;69.609375;207,0;0,348;0,0;-32;3528;232,32;75,7837;No alert, no SPI, aircraft airbone;29,159066589847857;20,74289171730795
CAT048;20;129;12:00:16:227;41,49213728;2,43620578;1028,58489271253;3374,62245940699;18,96875;52,624512;1000,0;33,75;344697;VLG41XC;1015;;;;;;84.375;211,0;0,34;-800,0;-640;3384;227,04;79,3323;No alert, no SPI, aircraft airbone;33,53435499613753;22,716770045301324
CAT048;20;129;12:00:16:375;41,4006523;2,395552;899,049729492515;2949,63831450822;14,5625;65,582886;2031,0;29,5;06A2F4;QTR25Q;1015;;;;;;-83.847656;189,0;0,3;-832,0;-1088;1364;210,54;278,476;No alert, no SPI, aircraft airbone;31,745494863856283;17,21520093547408
CAT048;20;129;12:00:16:344;41,34334601;2,21400178;487,664375846274;1599,94879085149;5,675781;63,154907;7713,0;16,0;342397;VLG4SQ;1015;0,176;-114,258;174,0;0,062;170;-116.367188;162,0;0,252;-800,0;-768;1471;175,56;245,7697;No alert, no SPI, aircraft airbone;23,568356273503582;13,721047102595431
CAT048;20;129;12:00:16:359;41,36910861;2,29003381;830,535431587137;2724,85386536834;9,445312;64,165649;2014,0;27,25;4D2265;RYR10NA;1015,2;;;;;;-115.664062;188,0;0,296;-1152,0;-1024;323;206,14;245,9235;No alert, no SPI, aircraft airbone;26,99391106841388;15,288027386897117
CAT048;20;129;12:00:16:555;41,33364972;2,41214384;1295,26496842038;4249,55711899232;14,175781;81,87561;4447,0;42,5;344646;VLG1HW;1015;;;;;;54.492188;221,0;0,36;-704,0;-640;1104;241,78;50,7074;No alert, no SPI, aircraft airbone;32,52782160795507;13,203259618006443
CAT048;20;129;12:00:18:016;41,14624053;1,96734041;1790,70251967106;5875,0084546376;11,132812;213,409424;4556,0;58,75;ABFA24;AAL113;1015;;;;;;-128.320312;221,0;0,372;704,0;832;1408;250,36;232,3004;No alert, no SPI, aircraft airbone;12,45807767467398;1,8502984056055227
CAT048;20;129;12:00:18:180;41,27044317;2,05698464;434,338197010569;1424,99413028016;2,738281;228,345337;1000,0;14,25;341646;IBE04KP;1015;;;;;;-165.234375;154,0;0,24;1856,0;1664;1906;162,8;200,885;No alert, no SPI, aircraft airbone;16,49047539323002;9,31317378628144
CAT048;20;129;12:00:18:422;41,22121513;1,81310924;1630,56891092844;5349,63570573047;13,945312;250,065308;420,0;53,5;E80476;TAM8115;1015;-0,527;-97,559;276,0;0;276;-96.855469;249,0;0,412;2336,0;2336;2645;276,76;262,3041;No alert, no SPI, aircraft airbone;5,460752568682373;6,330451628551951
CAT048;20;129;12:00:19:156;41,57145962;1,75999284;1554,40000632312;5099,73771674515;22,421875;316,560059;6556,0;51,0;3471CA;ECHNN;;;;;;;;;;;;3334;131,34;111,5936;No alert, no SPI, aircraft airbone;3,0395247945627495;27,33196472948745
CAT048;20;129;12:00:19:313;41,4775343;1,96880096;708,671419899911;2325,03754126442;12,199219;330,46875;7375,0;23,25;399A64;BSO2DN;;;;;;;;;;;;3171;113,08;290,1984;No alert, no SPI, aircraft airbone;12,461398859084433;21,717653525081836
CAT048;20;129;12:00:19:344;41,49629992;1,97252395;426,740936828777;1400,06873518533;13,109375;333,539429;7365,0;14,0;343610;ECJVS;;;;;;;;;;;;1026;107,8;260,8704;No alert, no SPI, aircraft airbone;12,62569377319505;22,843586457874647
CAT048;20;129;12:00:19:531;41,55441631;2,04618012;548,710527338088;1800,23144651189;15,425781;350,606689;7010,0;18,0;3464CD;EAX2K;;;;;;;;;;;;591;70,4;128,6554;No alert, no SPI, aircraft airbone;15,932571912840706;26,34100916667107
CAT048;20;129;12:00:20:141;41,59806482;2,50202043;761,87686895486;2499,59610674186;25,375;45,20874;7025,0;25,0;346515;ARK31MI;;;;;;;;;;;;3232;133,54;293,0823;No alert, no SPI, aircraft airbone;36,44292695042777;29,095849166444182
CAT048;20;129;12:00:20:180;41,46111526;2,34425574;1821,12709667254;5974,82662384714;14,601562;48,592529;1000,0;59,75;44CDC9;BEL9QH;1015;;;;;;63.808594;207,0;0,348;-32,0;32;3528;231,66;68,9777;No alert, no SPI, aircraft airbone;29,402172588669618;20,823161329487153
CAT048;20;129;12:00:20:227;41,49211318;2,44176194;1020,9595872378;3349,60505219326;19,167969;53,080444;1000,0;33,5;344697;VLG41XC;1015;;;;;;92.8125;209,0;0,336;-480,0;-544;3384;225,5;87,4512;No alert, no SPI, aircraft airbone;33,78489844161591;22,717471114004965
CAT048;20;129;12:00:20:359;41,40101809;2,39039376;883,814066052437;2899,65254046748;14,359375;65,12146;2031,0;29,0;06A2F4;QTR25Q;1015;;;;;;-93.691406;188,0;0,3;-928,0;-928;1364;209,22;270,5438;No alert, no SPI, aircraft airbone;31,512405785529943;17,2352663593572
CAT048;20;129;12:00:20:336;41,34200393;2,21005954;480,045472140424;1574,95238681719;5,480469;63,067017;7713,0;15,75;342397;VLG4SQ;1015;;;;;;-116.542969;160,0;0,248;-736,0;-704;1471;173,36;245,7971;No alert, no SPI, aircraft airbone;23,390670766691528;13,639503800172728
CAT048;20;129;12:00:20:352;41,36756497;2,28546298;807,677590705454;2649,86094669008;9,21875;64,127197;2014,0;26,5;4D2265;RYR10NA;1015,2;0,352;-114,258;202,0;-0,062;198;-115.664062;185,0;0,292;-1024,0;-960;323;202,84;245,8356;No alert, no SPI, aircraft airbone;26,78805067494617;15,19404817371052
CAT048;20;129;12:00:20:539;41,33607642;2,41711071;1280,02076689061;4199,54333284538;14,417969;81,425171;4447,0;42,0;344646;VLG1HW;1015;;;;;;61.875;221,0;0,36;-576,0;-576;1104;241,12;58,7494;No alert, no SPI, aircraft airbone;32,75111439498509;13,350641818940295
CAT048;20;129;12:00:22:008;41,14354199;1,96258182;1805,94166556187;5925,005654042;11,386719;213,87085;4556,0;59,25;ABFA24;AAL113;1015;;;;;;-128.144531;221,0;0,372;448,0;544;1408;250,36;232,3004;No alert, no SPI, aircraft airbone;12,242876255317537;1,687806068752878
CAT048;20;129;12:00:22:148;41,26747418;2,05606213;464,818300293759;1524,99447233577;2,890625;226,252441;1000,0;15,25;341646;IBE04KP;1015;-20,215;-169,805;164,0;-2,25;162;-175.957031;155,0;0,24;1600,0;1440;1906;164,78;190,1459;No alert, no SPI, aircraft airbone;16,4494790000406;9,134956645699827
CAT048;20;129;12:00:22:414;41,2205624;1,80646497;1668,66351792123;5474,61801613669;14,242188;250,334473;420,0;54,75;E80476;TAM8115;1015;;;;;;-96.855469;249,0;0,416;2144,0;2304;2645;276,54;262,5128;No alert, no SPI, aircraft airbone;5,159968106886172;6,290905528067565
CAT048;20;129;12:00:23:148;41,57078392;1,7629501;1554,40242753737;5099,74566036169;22,300781;316,73584;6556,0;51,0;3471CA;ECHNN;;;;;;;;;;;;3334;130,68;111,0114;No alert, no SPI, aircraft airbone;3,1727425906238924;27,29154660824363
CAT048;20;129;12:00:23:297;41,47819059;1,96614153;708,670678157359;2325,03510772579;12,292969;330,073242;7375,0;23,25;399A64;BSO2DN;;;;;;;;;;;;3171;110,44;289,5831;No alert, no SPI, aircraft airbone;12,341331740831713;21,756633484347955
CAT048;20;129;12:00:23:328;41,49560769;1,96898539;426,739308412187;1400,06339261104;13,144531;332,836304;7365,0;14,0;343610;ECJVS;;;;;;;;;;;;1026;138,38;256,6132;No alert, no SPI, aircraft airbone;12,466277843443706;22,8015629599482
CAT048;20;129;12:00:23:531;41,55366778;2,04810244;518,230386749841;1700,23098206435;15,367188;350,897827;7010,0;17,0;3464CD;EAX2K;;;;;;;;;;;;591;71,72;128,7817;No alert, no SPI, aircraft airbone;16,019352360455294;26,29647075129771
CAT048;20;129;12:00:24:133;41,59891622;2,49894614;761,880915403366;2499,60938249198;25,3125;44,906616;7025,0;25,0;346515;ARK31MI;;;;;;;;;;;;3232;133,32;292,8406;No alert, no SPI, aircraft airbone;36,30405661063078;29,1456249470018
CAT048;20;129;12:00:24:172;41,46294105;2,34950769;1821,12414688058;5974,81694605169;14,851562;48,878174;1000,0;59,75;44CDC9;BEL9QH;1015;;;;;;62.578125;206,0;0,348;-96,0;-64;3528;230,34;65,885;No alert, no SPI, aircraft airbone;29,6382740240785;20,934433317430216
CAT048;20;129;12:00:24:227;41,49145714;2,44747395;1005,71375989076;3299,58593199999;19,351562;53,629761;1000,0;33,0;344697;VLG41XC;1015;24,609;96,152;224,0;2,156;226;101.777344;209,0;0,336;-448,0;-448;3384;224,4;96,1414;No alert, no SPI, aircraft airbone;34,04279778139751;22,680351203749865
CAT048;20;129;12:00:24:352;41,40081475;2,38527928;868,578157734126;2849,66596302043;14,144531;64,775391;2031,0;28,5;06A2F4;QTR25Q;1015;-20,391;-99,141;208,0;-2;202;-102.832031;188,0;0,3;-768,0;-832;1364;206,8;260,8099;No alert, no SPI, aircraft airbone;31,281566284868795;17,221230982153216
CAT048;20;129;12:00:24:328;41,34072073;2,206276;464,806487342343;1524,95571593225;5,292969;62,973633;7713,0;15,25;342397;VLG4SQ;1015;;;;;;-116.542969;159,0;0,248;-608,0;-704;1471;171,16;245,8301;No alert, no SPI, aircraft airbone;23,22012964766484;13,561541728849383
CAT048;20;129;12:00:24:344;41,36605894;2,28105548;792,439619278535;2599,86760051379;9,0;64,094238;2014,0;26,0;4D2265;RYR10NA;1015,2;;;;;;-115.488281;182,0;0,288;-960,0;-864;323;199,76;245,7422;No alert, no SPI, aircraft airbone;26,589544194735655;15,10238499498843
CAT048;20;129;12:00:24:531;41,33824582;2,42236888;1272,39622179326;4174,52842030819;14,671875;81,057129;4447,0;41,75;344646;VLG1HW;1015;;;;;;64.6875;221,0;0,36;-544,0;-512;1104;241,78;63,9624;No alert, no SPI, aircraft airbone;32,987685300639576;13,482717134677479
CAT048;20;129;12:00:26:008;41,14058529;1,95757121;1813,56075934414;5950,00268168662;11,660156;214,315796;4556,0;59,5;ABFA24;AAL113;1015;10,898;-126,211;250,0;0,719;248;-125.683594;221,0;0,372;192,0;256;1408;250,58;233,7671;No alert, no SPI, aircraft airbone;12,016279422736531;1,5098101417279834
CAT048;20;129;12:00:26:117;41,26454028;2,05569885;495,298493050039;1624,99510793829;3,027344;224,055176;1000,0;16,25;341646;IBE04KP;1015;;;;;;-179.648438;155,0;0,24;1440,0;1248;1906;163,24;182,807;No alert, no SPI, aircraft airbone;16,43377388643185;8,958949486595948
CAT048;20;129;12:00:26:406;41,21978125;1,79971111;1714,37793071102;5624,59969019395;14,546875;250,570679;420,0;56,25;E80476;TAM8115;1015;;;;;;-96.855469;248,0;0,412;2112,0;2272;2645;277,64;262,5403;No alert, no SPI, aircraft airbone;4,854225077961018;6,243675254364496
CAT048;20;129;12:00:27:148;41,57010386;1,76576031;1523,92468274198;4999,75305612721;22,183594;316,900635;6556,0;50,0;3471CA;ECHNN;;;;;;;;;;;;3334;129,58;110,7147;No alert, no SPI, aircraft airbone;3,2993405856446363;27,25086596049767
CAT048;20;129;12:00:27:289;41,47895581;1,96376031;716,290071584284;2350,03311845658;12,386719;329,749146;7375,0;23,5;399A64;BSO2DN;;;;;;;;;;;;3171;108,24;289,4348;No alert, no SPI, aircraft airbone;12,233794045283718;21,80218879956231
CAT048;20;129;12:00:27:313;41,49501593;1,96560747;426,73775309138;1400,05828985232;13,183594;332,177124;7365,0;14,0;343610;ECJVS;;;;;;;;;;;;1026;140,58;256,2836;No alert, no SPI, aircraft airbone;12,314082786444144;22,7655939646374
CAT048;20;129;12:00:27:531;41,55295878;2,04990434;518,230242344551;1700,2305082937;15,3125;351,172485;7010,0;17,0;3464CD;EAX2K;;;;;;;;;;;;591;71,28;127,0294;No alert, no SPI, aircraft airbone;16,100700223151915;26,254282697244893
CAT048;20;129;12:00:28:117;41,59965914;2,49574858;761,884998587891;2499,6227787671;25,242188;44,604492;7025,0;25,0;346515;ARK31MI;;;;;;;;;;;;3232;133,32;292,467;No alert, no SPI, aircraft airbone;36,15970071900216;29,188848614035827
CAT048;20;129;12:00:28:172;41,46479487;2,35449577;1813,50132624805;5949,80769120765;15,09375;49,119873;1000,0;59,5;44CDC9;BEL9QH;1015;-0,703;64,688;228,0;-0,156;230;62.226562;205,0;0,344;-32,0;-64;3528;228,8;64,8907;No alert, no SPI, aircraft airbone;29,862446363980713;21,0473101462551
CAT048;20;129;12:00:28:227;41,49017768;2,45287509;998,087873000652;3274,56661725546;19,503906;54,234009;1000,0;32,75;344697;VLG41XC;1015;;;;;;110.390625;209,0;0,336;-352,0;-384;3384;223,52;104,7821;No alert, no SPI, aircraft airbone;34,287010867182495;22,605738981683963
CAT048;20;129;12:00:28:344;41,39986609;2,38014116;853,342019211501;2799,67863030986;13,910156;64,58313;2031,0;28,0;06A2F4;QTR25Q;1015;;;;;;-109.160156;188,0;0,3;-640,0;-800;1364;205,92;254,2072;No alert, no SPI, aircraft airbone;31,05001029551459;17,16250447342164
CAT048;20;129;12:00:28:320;41,33944274;2,20248861;449,567467438988;1474,95892987253;5,105469;62,869263;7713,0;14,75;342397;VLG4SQ;1015;;;;;;-117.246094;158,0;0,244;-672,0;-768;1471;169,18;245,5554;No alert, no SPI, aircraft airbone;23,04940600451613;13,483898503503472
CAT048;20;129;12:00:28:336;41,36456156;2,27664242;777,201602251269;2549,87410473005;8,78125;64,055786;2014,0;25,5;4D2265;RYR10NA;1015,2;;;;;;-115.664062;179,0;0,284;-1024,0;-896;323;196,68;245,6488;No alert, no SPI, aircraft airbone;26,390773889932955;15,011248940068372
CAT048;20;129;12:00:28:523;41,34005424;2,42778201;1257,15143223852;4124,51270494542;14,929688;80,787964;4447,0;41,25;344646;VLG1HW;1015;0,527;65,918;242,0;-0,031;242;65.039062;222,0;0,36;-640,0;-640;1104;241,34;65,7697;No alert, no SPI, aircraft airbone;33,2314262836283;13,593218500526772
CAT048;20;129;12:00:30:008;41,13789976;1,95251172;1813,55967662111;5949,9991294456;11,921875;214,793701;4556,0;59,5;ABFA24;AAL113;1015;;;;;;-121.640625;220,0;0,372;416,0;352;1408;249,92;237,2607;No alert, no SPI, aircraft airbone;11,787397929412757;1,348081653877294
