CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG.1;STAT;x;y
CAT048;20;129;00:06:38:359;41,42017299;2,41215798;1622,94058356807;5324,60838419346;15,761719;62,814331;1000;53,25;4CA891;RYR4QJ;1014,2;;;;;;-126,914062;200,0;0,332;-928,0;-928;986;225,28;234,3988;No alert, no SPI, aircraft airbone;32,485654950572155;18,39195945976415
CAT048;20;129;00:06:42:359;41,41776914;2,40777139;1600,08373865578;5249,61873313144;15,519531;62,957153;1000;52,5;4CA891;RYR4QJ;1014,2;;;;;;-126,914062;199,0;0,332;-1216,0;-1216;986;224,4;234,2505;No alert, no SPI, aircraft airbone;32,288825769765346;18,246172553867066
CAT048;20;129;00:06:46:352;41,41532547;2,40322095;1569,60698193405;5149,6293706085;15,269531;63,099976;1000;51,5;4CA891;RYR4QJ;1014,2;-0,352;-125,684;224,0;0;220,0;-126,914062;199,0;0,332;-1376,0;-1344;986;224,4;234,2505;No alert, no SPI, aircraft airbone;32,08460471941719;18,097947388679916
CAT048;20;129;00:06:50:352;41,41290539;2,39874369;1546,75012547895;5074,63968167637;15,023438;63,248291;1000;50,75;4CA891;RYR4QJ;1014,2;;;;;;-126,914062;198,0;0,328;-1248,0;-1024;986;223,08;234,3109;No alert, no SPI, aircraft airbone;31,883660586966272;17,951174433575492
CAT048;20;129;00:06:54:352;41,41051124;2,39434369;1523,89316888247;4999,64966419635;14,78125;63,4021;1000;50,0;4CA891;RYR4QJ;1014,2;;;;;;-127,089844;197,0;0,328;-1184,0;-1216;986;222,2;234,1571;No alert, no SPI, aircraft airbone;31,686177028723215;17,805994989490724
CAT048;20;129;00:06:58:344;41,4081147;2,38994273;1501,03617120534;4924,65951193733;14,539062;63,561401;1000;49,25;4CA891;RYR4QJ;1014,2;;;;;;-127,089844;197,0;0,328;-1536,0;-1536;986;221,32;234,0088;No alert, no SPI, aircraft airbone;31,488636728872958;17,66068195055304
CAT048;20;129;00:07:02:344;41,40573898;2,38553132;1470,55914580915;4824,6692679365;14,296875;63,720703;1000;48,25;4CA891;RYR4QJ;1014,2;-0,352;-126,035;220,0;0,031;218,0;-127,089844;198,0;0,328;-1472,0;-1472;986;220,66;233,855;No alert, no SPI, aircraft airbone;31,290600124938027;17,51662380608168
CAT048;20;129;00:07:06:336;41,40337056;2,38120888;1440,08201008756;4724,67866197566;14,058594;63,890991;1000;47,25;4CA891;RYR4QJ;1014,2;;;;;;-127,089844;197,0;0,324;-1216,0;-1088;986;220,66;233,855;No alert, no SPI, aircraft airbone;31,096562753471517;17,373045288907115
CAT048;20;129;00:07:10:328;41,40092246;2,37673072;1424,84493709728;4674,68826342624;13,8125;64,072266;1000;46,75;4CA891;RYR4QJ;1014,2;;;;;;-126,914062;196,0;0,324;-896,0;-736;986;219,12;233,9099;No alert, no SPI, aircraft airbone;30,89551743983425;17,22464298047328
CAT048;20;129;00:07:14:328;41,39862011;2,3724447;1409,6077079922;4624,69735268912;13,578125;64,242554;1000;46,25;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;194,0;0,316;-640,0;-576;986;216,48;234,0308;No alert, no SPI, aircraft airbone;30,70306497116077;17,085059256065257
CAT048;20;129;00:07:18:320;41,39633766;2,36814323;1394,37045553606;4574,70636534093;13,34375;64,412842;1000;45,75;4CA891;RYR4QJ;1014,2;0,0;-125,859;214,0;0;210,0;-126,5625;190,0;0,312;-640,0;-480;986;213,62;234,1461;No alert, no SPI, aircraft airbone;30,509891964802264;16,946673075944535
CAT048;20;129;00:07:22:320;41,39402556;2,36394742;1386,75307812355;4549,71496883088;13,113281;64,605103;1000;45,5;4CA891;RYR4QJ;1014,2;;;;;;-126,5625;188,0;0,308;-544,0;-448;986;210,76;234,2725;No alert, no SPI, aircraft airbone;30,321490516668728;16,806555170473235
CAT048;20;129;00:07:26:320;41,39174452;2,35982428;1379,13561710808;4524,72329803289;12,886719;64,802856;1000;45,25;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;185,0;0,304;-512,0;-448;986;207,9;234,3933;No alert, no SPI, aircraft airbone;30,136343195394648;16,668334181146996
CAT048;20;129;00:07:30:313;41,38952253;2,35566103;1371,51816142816;4499,73164473997;12,660156;64,989624;1000;45,0;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;182,0;0,3;-544,0;-480;986;205,26;234,5251;No alert, no SPI, aircraft airbone;29,949344544288905;16,533649447380533
CAT048;20;129;00:07:34:313;41,38735068;2,35156516;1356,28063096013;4449,73974527923;12,4375;65,176392;1000;44,5;4CA891;RYR4QJ;1014,2;-0,176;-125,508;202,0;0,031;198,0;-126,738281;180,0;0,296;-512,0;-480;986;203,06;234,4263;No alert, no SPI, aircraft airbone;29,765353483847424;16,402003576748132
CAT048;20;129;00:07:38:305;41,38523434;2,3476169;1348,66297254525;4424,74742684536;12,222656;65,368652;1000;44,25;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;178,0;0,292;-608,0;-448;986;199,32;234,3933;No alert, no SPI, aircraft airbone;29,58799186000594;16,273745383987055
CAT048;20;129;00:07:42:305;41,38310554;2,34367874;1333,42527124286;4374,75496690441;12,007812;65,571899;1000;43,75;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;176,0;0,288;-768,0;-832;986;198,0;234,4592;No alert, no SPI, aircraft airbone;29,41108045760244;16,144751498528326
CAT048;20;129;00:07:46:297;41,38099871;2,33972388;1318,18755213358;4324,76244854192;11,792969;65,775146;1000;43,25;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;176,0;0,288;-960,0;-992;986;196,68;234,5251;No alert, no SPI, aircraft airbone;29,23339341686014;16,017077609989826
CAT048;20;129;00:07:50:297;41,37892511;2,33584672;1295,32975389529;4249,76966976982;11,582031;65,983887;1000;42,5;4CA891;RYR4QJ;1014,2;-0,352;-125,684;196,0;0;192,0;-126,738281;175,0;0,288;-992,0;-1024;986;195,8;234,3549;No alert, no SPI, aircraft airbone;29,05918979136085;15,89143051414618
CAT048;20;129;00:07:50:727;41,25522921;2,33392133;1828,72613823973;5999,75786338242;10,882812;104,49646;4202;60,0;348204;VLG6151;1014,0;-0,176;26,543;256,0;0,062;254,0;27,070312;227,0;0,384;-1120,0;-1120;2802;256,52;26,6638;No alert, no SPI, aircraft airbone;29,026731969837506;8,472998679744101
CAT048;20;129;00:07:54:297;41,37678894;2,33199616;1280,09189469181;4199,77669178068;11,371094;66,220093;1000;42,0;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;175,0;0,284;-1056,0;-1056;986;195,8;234,3549;No alert, no SPI, aircraft airbone;28,886204104943396;15,762047797349105
CAT048;20;129;00:07:54:703;41,25940885;2,33674862;1805,86384235136;5924,75032854004;10,945312;103,051758;4202;59,25;348204;VLG6151;1014,0;;;;;;27,070312;225,0;0,376;-1216,0;-1120;2802;253,88;26,4606;No alert, no SPI, aircraft airbone;29,152828427719484;8,72458097529532
CAT048;20;129;00:07:58:289;41,37466998;2,32804271;1257,23407317419;4124,7838366328;11,15625;66,450806;1000;41,25;4CA891;RYR4QJ;1014,2;;;;;;-126,738281;175,0;0,284;-1056,0;-1056;986;194,92;234,1846;No alert, no SPI, aircraft airbone;28,70855183930486;15,633671005841594
CAT048;20;129;00:07:58:680;41,26359475;2,33933424;1783,0017277142;5849,74338835387;11,003906;101,634521;4202;58,5;348204;VLG6151;1014,0;;;;;;26,894531;222,0;0,372;-1056,0;-992;2802;250,58;26,5649;No alert, no SPI, aircraft airbone;29,267970717062237;8,976462025580744
CAT048;20;129;00:08:02:289;41,37255363;2,32417765;1234,37616283074;4049,79069006161;10,945312;66,697998;1000;40,5;4CA891;RYR4QJ;1014,2;;;;;;-127,089844;175,0;0,284;-1088,0;-1024;986;194,92;234,1846;No alert, no SPI, aircraft airbone;28,534879732219757;15,50548778066702
CAT048;20;129;00:08:02:664;41,26770174;2,34209571;1767,75952214003;5799,73615061788;11,078125;100,250244;4202;58,0;348204;VLG6151;1014,0;;;;;;26,894531;220,0;0,368;-928,0;-864;2802;247,94;26,3562;No alert, no SPI, aircraft airbone;29,39108959630207;9,223673933946383
CAT048;20;129;00:08:06:289;41,37044787;2,32030172;1211,51822923217;3974,79746719407;10,734375;66,950684;1000;39,75;4CA891;RYR4QJ;1014,2;-0,703;-126,211;194,0;-0,062;192,0;-127,441406;175,0;0,284;-1024,0;-1024;986;194,7;233,7726;No alert, no SPI, aircraft airbone;28,360700722127703;15,37794387236526
CAT048;20;129;00:08:06:641;41,27177124;2,34480257;1744,89737523254;5724,72910455793;11,15625;98,898926;4202;57,25;348204;VLG6151;1014,0;0,0;26,367;244,0;-0,031;244,0;26,894531;217,0;0,364;-832,0;-896;2802;244,86;26,4551;No alert, no SPI, aircraft airbone;29,511738923755047;9,468623383588556
CAT048;20;129;00:08:10:281;41,36832104;2,31642636;1196,2802598523;3924,80412773381;10,523438;67,219849;1000;39,25;4CA891;RYR4QJ;1014,2;;;;;;-127,441406;175,0;0,284;-1056,0;-1024;986;194,04;233,6023;No alert, no SPI, aircraft airbone;28,186545238821306;15,24914442923101
CAT048;20;129;00:08:10:625;41,27575917;2,34753328;1722,03523503989;5649,72208052827;11,242188;97,591553;4202;56,5;348204;VLG6151;1014,0;;;;;;26,894531;216,0;0,36;-1184,0;-1088;2802;242,22;26,2463;No alert, no SPI, aircraft airbone;29,63348869127249;9,70869340579708
CAT048;20;129;00:08:14:281;41,36620383;2,31263984;1173,42220711056;3849,81051397661;10,316406;67,505493;1000;38,5;4CA891;RYR4QJ;1014,2;;;;;;-127,265625;175,0;0,284;-1056,0;-1056;986;193,38;233,8385;No alert, no SPI, aircraft airbone;28,01638785181181;15,120958235614928
CAT048;20;129;00:08:14:602;41,27973314;2,34995941;1699,17332658451;5574,71581679153;11,320312;96,317139;4202;55,75;348204;VLG6151;1014,0;;;;;;26,894531;214,0;0,356;-1248,0;-1280;2802;239,8;26,2408;No alert, no SPI, aircraft airbone;29,74145148701797;9,947826586874186
CAT048;20;129;00:08:18:273;41,36410706;2,30874266;1150,56419224758;3774,81702449354;10,105469;67,785645;1000;37,75;4CA891;RYR4QJ;1014,2;;;;;;-126,210938;175,0;0,284;-1088,0;-1056;986;193,6;234,2505;No alert, no SPI, aircraft airbone;27,841211246604747;14,993969957484909
CAT048;20;129;00:08:18:578;41,28367994;2,35260761;1676,31128222309;5499,7091071688;11,414062;95,064697;4202;55,0;348204;VLG6151;1014,0;;;;;;26,71875;212,0;0,352;-1344,0;-1408;2802;238,48;26,131;No alert, no SPI, aircraft airbone;29,8594584145471;10,185409640897578
CAT048;20;129;00:08:22:273;41,36205003;2,30491183;1127,7061123671;3699,82332169848;9,898438;68,071289;1000;37,0;4CA891;RYR4QJ;1014,2;9,492;-123,75;194,0;0,938;190,0;-123,398438;175,0;0,284;-1248,0;-1344;986;193,38;236,3873;No alert, no SPI, aircraft airbone;27,669004358791483;14,869393786299291
CAT048;20;129;00:08:22:563;41,28759381;2,35514097;1645,82933843788;5399,70272672053;11,507812;93,845215;4202;54,0;348204;VLG6151;1014,0;0,352;26,191;236,0;-0,062;234,0;26,71875;211,0;0,352;-1888,0;-1952;2802;235,4;26,2354;No alert, no SPI, aircraft airbone;29,972271514473505;10,420982377392294
CAT048;20;129;00:08:26:273;41,36012066;2,30082801;1097,22816142999;3599,83004114596;9,683594;68,302002;1000;36,0;4CA891;RYR4QJ;1014,2;;;;;;-119,53125;177,0;0,284;-1440,0;-1664;986;194,7;239,7382;No alert, no SPI, aircraft airbone;27,485302690604165;14,752401147188445
CAT048;20;129;00:08:26:539;41,29144816;2,35765699;1600,10742662288;5249,69644956142;11,605469;92,664185;4202;52,5;348204;VLG6151;1014,0;;;;;;26,894531;210,0;0,348;-2016,0;-2080;2802;234,52;26,3452;No alert, no SPI, aircraft airbone;30,08431383956726;10,65298339858644
CAT048;20;129;00:08:30:266;41,35834791;2,2965661;1066,75029156543;3499,83702657954;9,464844;68,47229;1000;35,0;4CA891;RYR4QJ;1014,2;;;;;;-117,597656;178,0;0,288;-1504,0;-1600;986;196,46;242,3859;No alert, no SPI, aircraft airbone;27,293478487007583;14,644753755234877
CAT048;20;129;00:08:30:523;41,29529679;2,3602309;1562,00548979267;5124,6900911314;11,710938;91,505127;4202;51,25;348204;VLG6151;1014,0;;;;;;26,894531;210,0;0,348;-1952,0;-2016;2802;233,64;26,4551;No alert, no SPI, aircraft airbone;30,19896352860559;10,884664903567542
CAT048;20;129;00:08:34:258;41,3567558;2,29230187;1036,27240282297;3399,84395007772;9,25;68,587646;1000;34,0;4CA891;RYR4QJ;1014,2;;;;;;-117,246094;178,0;0,288;-1376,0;-1280;986;196,46;243,0396;No alert, no SPI, aircraft airbone;27,10146456618799;14,547947813629388
CAT048;20;129;00:08:34:508;41,29908807;2,36270553;1516,2836428741;4974,68402688706;11,816406;90,384521;4202;49,75;348204;VLG6151;1014,0;;;;;;26,894531;211,0;0,348;-2112,0;-2176;2802;233,64;26,4551;No alert, no SPI, aircraft airbone;30,309136143705352;11,112876421418322
CAT048;20;129;00:08:38:258;41,35518865;2,28801808;1013,41448210459;3324,85076946803;9,035156;68,69751;1000;33,25;4CA891;RYR4QJ;1014,2;1,934;-116,719;196,0;0,156;192,0;-116,894531;177,0;0,284;-1280,0;-1056;986;195,14;243,1714;No alert, no SPI, aircraft airbone;26,90854724337233;14,452642092733406
CAT048;20;129;00:08:38:484;41,30297036;2,36524648;1478,18176379148;4849,67785791764;11,929688;89,258423;4202;48,5;348204;VLG6151;1014,0;-8,086;26,191;232,0;-0,531;234,0;25,488281;212,0;0,348;-2080,0;-2208;2802;232,76;26,5649;No alert, no SPI, aircraft airbone;30,422252786157145;11,346572070709037
CAT048;20;129;00:08:42:250;41,35361047;2,28364641;990,556559087709;3249,85758131732;8,816406;68,807373;1000;32,5;4CA891;RYR4QJ;1014,2;;;;;;-116,542969;176,0;0,28;-1216,0;-1056;986;194,26;243,6987;No alert, no SPI, aircraft airbone;26,711654181364693;14,35665753434334
CAT048;20;129;00:08:42:469;41,30684475;2,36743299;1432,46016896889;4699,67262075988;12,03125;88,154297;4202;47,0;348204;VLG6151;1014,0;;;;;;17,753906;212,0;0,348;-2016,0;-2112;2802;232,76;23,0328;No alert, no SPI, aircraft airbone;30,519332322735576;11,579673570201248
CAT048;20;129;00:08:46:250;41,35204266;2,27936149;967,698545504361;3174,86409603253;8,601562;68,928223;1000;31,75;4CA891;RYR4QJ;1014,2;;;;;;-116,015625;175,0;0,28;-1248,0;-1280;986;192,5;244,0997;No alert, no SPI, aircraft airbone;26,51866741428147;14,261331128944608
CAT048;20;129;00:08:46:453;41,31085743;2,36889986;1394,3591450043;4574,66925729591;12,105469;87,022705;4202;45,75;348204;VLG6151;1014,0;;;;;;6,152344;210,0;0,344;-2080,0;-1984;2802;231,0;10,481;No alert, no SPI, aircraft airbone;30,583796977120763;11,820818427064784
CAT048;20;129;00:08:50:250;41,35054004;2,27504865;937,220507097431;3074,87052850553;8,386719;69,0271;1000;30,75;4CA891;RYR4QJ;1014,2;;;;;;-115,3125;175,0;0,28;-1408,0;-1376;986;192,06;245,0336;No alert, no SPI, aircraft airbone;26,324383622907508;14,16991517933113
CAT048;20;129;00:08:50:438;41,31514181;2,36937017;1356,25891945232;4449,66851329594;12,140625;85,814209;4202;44,5;348204;VLG6151;1014,0;;;;;;-4,921875;208,0;0,34;-1536,0;-1408;2802;230,34;1,7413;No alert, no SPI, aircraft airbone;30,60306997163715;12,077908246893424
CAT048;20;129;00:08:54:242;41,34904589;2,27081776;914,362383119762;2999,87668103464;8,175781;69,136963;1000;30,0;4CA891;RYR4QJ;1014,2;0,0;-114,609;192,0;0,125;190,0;-115,136719;176,0;0,28;-1376,0;-1344;986;191,62;245,3082;No alert, no SPI, aircraft airbone;26,1337907912221;14,079041354635374
CAT048;20;129;00:08:54:414;41,31947721;2,3684869;1333,3997641094;4374,67128208069;12,121094;84,572754;4202;43,75;348204;VLG6151;1014,0;-29,707;-12,305;226,0;-2,781;226,0;-16,347656;205,0;0,336;-1504,0;-1376;2802;227,48;350,3705;No alert, no SPI, aircraft airbone;30,56112167257056;12,337583617002256
CAT048;20;129;00:08:58:234;41,34757811;2,26648631;883,88426352106;2899,88284713044;7,960938;69,230347;1000;29,0;4CA891;RYR4QJ;1014,2;;;;;;-114,609375;176,0;0,28;-1344,0;-1248;986;191,18;245,5774;No alert, no SPI, aircraft airbone;25,93863449637767;13,98972829253735
CAT048;20;129;00:08:58:398;41,32332256;2,36677141;1302,9212492127;4274,67615126699;12,066406;83,446655;4202;42,75;348204;VLG6151;1014,0;;;;;;-26,191406;202,0;0,332;-1088,0;-1088;2802;224,62;339,3842;No alert, no SPI, aircraft airbone;30,48178378737065;12,567581558680798
CAT048;20;129;00:09:02:234;41,34618826;2,26238725;861,025998702273;2824,88853758236;7,757812;69,32373;1000;28,25;4CA891;RYR4QJ;1014,2;;;;;;-114,257812;175,0;0,28;-1344,0;-1152;986;190,3;245,451;No alert, no SPI, aircraft airbone;25,75394092870153;13,905166882646727
CAT048;20;129;00:09:02:375;41,32704698;2,36418086;1280,06340434961;4199,68321952638;11,976562;82,320557;4202;42,0;348204;VLG6151;1014,0;;;;;;-33,75;200,0;0,328;-1056,0;-960;2802;221,32;327,7441;No alert, no SPI, aircraft airbone;30,36295428471958;12,790024720868887
CAT048;20;129;00:09:06:227;41,34472895;2,25813734;838,167750402354;2749,89428223006;7,546875;69,433594;1000;27,5;4CA891;RYR4QJ;1014,2;;;;;;-113,730469;173,0;0,276;-1152,0;-1088;986;188,54;245,8795;No alert, no SPI, aircraft airbone;25,562449252169127;13,816404579237393
CAT048;20;129;00:09:06:359;41,33026881;2,36088019;1264,82605866343;4149,69192630532;11,855469;81,298828;4202;41,5;348204;VLG6151;1014,0;;;;;;-42,539062;198,0;0,32;-864,0;-800;2802;220,66;321,2567;No alert, no SPI, aircraft airbone;30,212270108582874;12,982086277981688
CAT048;20;129;00:09:10:219;41,34334855;2,25394031;815,309441148303;2674,899826897;7,339844;69,521484;1000;26,75;4CA891;RYR4QJ;1014,2;-0,352;-113,73;186,0;-0,062;184,0;-113,554688;171,0;0,272;-1376,0;-1344;986;186,78;246,3135;No alert, no SPI, aircraft airbone;25,37330839859189;13,732399134892379
CAT048;20;129;00:09:10:344;41,3331901;2,35712119;1249,58901446592;4099,70162222037;11,714844;80,326538;4202;41,0;348204;VLG6151;1014,0;-24,434;-49,57;218,0;-2,094;214,0;-51,152344;196,0;0,32;-896,0;-896;2802;217,36;312,572;No alert, no SPI, aircraft airbone;30,041021266104533;13,155973023156198
CAT048;20;129;00:09:14:219;41,34195658;2,24966203;784,831119382754;2574,90532971571;7,128906;69,609375;1000;25,75;4CA891;RYR4QJ;1014,2;;;;;;-113,378906;171,0;0,272;-1472,0;-1472;986;185,9;246,1926;No alert, no SPI, aircraft airbone;25,18049195498688;13,647685544522215
CAT048;20;129;00:09:14:328;41,33554254;2,35281249;1226,73229346145;4024,71237768006;11,546875;79,475098;4202;40,25;348204;VLG6151;1014,0;;;;;;-58,710938;194,0;0,316;-1056,0;-960;2802;216,04;305,3815;No alert, no SPI, aircraft airbone;29,845200167890873;13,295566270154069
CAT048;20;129;00:09:18:219;41,34057622;2,24546991;754,352716416121;2474,91056612666;6,921875;69,708252;1000;24,75;4CA891;RYR4QJ;1014,2;;;;;;-113,027344;169,0;0,268;-1600,0;-1568;986;185,9;246,1926;No alert, no SPI, aircraft airbone;24,991556902780292;13,563702353782814
CAT048;20;129;00:09:18:320;41,33738764;2,34839536;1211,49556359649;3974,7231048699;11,371094;78,744507;4202;39,75;348204;VLG6151;1014,0;;;;;;-61,347656;192,0;0,312;-992,0;-864;2802;214,72;299,9103;No alert, no SPI, aircraft airbone;29,64472091627334;13,4047081235656
CAT048;20;129;00:09:22:211;41,33922913;2,2413533;723,874241382815;2374,91556609839;6,71875;69,807129;1000;23,75;4CA891;RYR4QJ;1014,2;;;;;;-112,5;168,0;0,264;-1728,0;-1664;986;185,02;246,0663;No alert, no SPI, aircraft airbone;24,806014081303335;13,481744891074769
CAT048;20;129;00:09:22:305;41,33926726;2,34375377;1188,63894327823;3899,73419066495;11,1875;77,969971;4202;39,0;348204;VLG6151;1014,0;;;;;;-61,875;191,0;0,308;-768,0;-800;2802;213,18;298,0042;No alert, no SPI, aircraft airbone;29,434092687507235;13,515854549731406
CAT048;20;129;00:09:26:211;41,33784514;2,23725939;685,775710680522;2249,92038262908;6,515625;69,933472;1000;22,5;4CA891;RYR4QJ;1014,2;0,527;-113,73;186,0;0,094;178,0;-112,148438;168,0;0,264;-1568,0;-1696;986;185,9;246,1926;No alert, no SPI, aircraft airbone;24,62150339818263;13,397589786696836
CAT048;20;129;00:09:26:289;41,34098658;2,33919506;1173,40219886322;3849,74487011839;11,007812;77,2229;4202;38,5;348204;VLG6151;1014,0;2,461;-62,051;210,0;0,125;204,0;-61,171875;188,0;0,304;-672,0;-512;2802;208,56;298,0371;No alert, no SPI, aircraft airbone;29,227293377283388;13,617427054389214
CAT048;20;129;00:09:30:203;41,33642914;2,23299049;655,297199327499;2149,92526344163;6,304688;70,059814;1000;21,5;4CA891;RYR4QJ;1014,2;;;;;;-111,972656;167,0;0,264;-1888,0;-1504;986;185,46;246,4728;No alert, no SPI, aircraft airbone;24,429087590847907;13,311474795248122
CAT048;20;129;00:09:30:273;41,34276884;2,33473928;1173,40534071438;3849,75517802937;10,835938;76,437378;4202;38,5;348204;VLG6151;1014,0;;;;;;-59,765625;183,0;0,296;-192,0;-320;2802;205,48;298,8062;No alert, no SPI, aircraft airbone;29,02512879743121;13,722819038624692
CAT048;20;129;00:09:34:258;41,34464911;2,33057598;1150,54825443123;3774,76473506814;10,679688;75,613403;4202;37,75;348204;VLG6151;1014,0;;;;;;-58,710938;180,0;0,292;-1120,0;-1184;2802;199,98;300,0256;No alert, no SPI, aircraft airbone;28,836149969451398;13,834195515589272
CAT048;20;129;00:09:34:195;41,33505852;2,22879116;624,818619768135;2049,92992048009;6,097656;70,180664;1000;20,5;4CA891;RYR4QJ;1014,2;;;;;;-112,324219;169,0;0,264;-1760,0;-1344;986;186,78;246,3135;No alert, no SPI, aircraft airbone;24,239791220363728;13,228109945006214
CAT048;20;129;00:09:38:242;41,34646398;2,32638371;1127,69113846123;3699,77419470915;10,523438;74,783936;4202;37,0;348204;VLG6151;1014,0;;;;;;-58,007812;178,0;0,288;-1472,0;-1504;2802;197,12;300,8606;No alert, no SPI, aircraft airbone;28,64590117014382;13,941649606379045
CAT048;20;129;00:09:38:195;41,33370416;2,22467013;601,959968729876;1974,93434380773;5,894531;70,3125;1000;19,75;4CA891;RYR4QJ;1014,2;;;;;;-112,5;170,0;0,268;-1056,0;-1088;986;186,78;246,3135;No alert, no SPI, aircraft airbone;24,05402012170636;13,145750907003226
CAT048;20;129;00:09:42:227;41,34836075;2,3222934;1097,21392584685;3599,78333647539;10,375;73,910522;4202;36,0;348204;VLG6151;1014,0;0,0;-58,711;196,0;0;194,0;-57,65625;178,0;0,288;-1568,0;-1600;2802;195,36;301,1627;No alert, no SPI, aircraft airbone;28,460234893547444;14,054057548361763
CAT048;20;129;00:09:42:188;41,33228519;2,22038995;586,721322516911;1924,93878376638;5,683594;70,466309;1000;19,25;4CA891;RYR4QJ;1014,2;-1,758;-113,73;184,0;-0,062;180,0;-112,5;171,0;0,268;-992,0;-640;986;184,58;246,3519;No alert, no SPI, aircraft airbone;23,86107104809908;13,059482602287547
CAT048;20;129;00:09:46:211;41,35024099;2,3182478;1059,11664474476;3474,7922527444;10,230469;73,02063;4202;34,75;348204;VLG6151;1014,0;;;;;;-57,832031;177,0;0,284;-1664,0;-1696;2802;194,48;301,3165;No alert, no SPI, aircraft airbone;28,27660672727546;14,165497447577147
CAT048;20;129;00:09:46:180;41,33095274;2,2162572;563,862587611191;1849,9429319383;5,480469;70,603638;1000;18,5;4CA891;RYR4QJ;1014,2;;;;;;-113,378906;170,0;0,264;-960,0;-736;986;182,38;245,6818;No alert, no SPI, aircraft airbone;23,67474657575676;12,978452250768388
