CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG.1;STAT;x;y
CAT048;20;129;08:00:02:305;41,27776959;2,06257282;266,698407655582;874,994803772739;2,257812;232,415771;6356,0;8,75;3424D2;VLG7KT;1015;;;;;;-132,011719;162;0,248;2976;3008;3939;163,68;233,1958;No alert, no SPI, aircraft airbone;16,741442429828876;9,753585356312358
CAT048;20;129;08:00:03:570;41,57222863;2,0153375;853,515134553425;2800,24659404826;16,753906;346,514282;7377,0;28,0;34630A;BSO551S;;;;;;;;;;;;640;72,16;314,1431;No alert, no SPI, aircraft airbone;14,539205123145939;27,403861955056804
CAT048;20;129;08:00:03:594;41,56353981;2,03052159;1120,21316072531;3675,24014623403;16,101562;348,447876;7000,0;36,75;343450;ECLBE;1023;-1,406;141,68;146;NV;144;136,054688;132;0,212;320;NV;2062;158,18;134,5935;No alert, no SPI, aircraft airbone;15,225058605013754;26,885366140731897
CAT048;20;129;08:00:03:742;41,54723879;2,11033463;1051,63068632875;3450,2320209348;14,800781;1,444702;7070,0;34,5;344287;ECLHB;1016;1,055;-165,938;120;NV;120;-168,398438;111;0,18;-96;NV;3964;121,66;186,4655;No alert, no SPI, aircraft airbone;18,824683426313104;25,923360077834094
CAT048;20;129;08:00:03:781;41,47485737;2,1215743;723,934905673377;2375,11459592944;10,488281;4,817505;7060,0;23,75;34318D;ECKOQ;1016;;;;;;174,902344;75;0,12;608;NV;3701;82,06;183,5431;No alert, no SPI, aircraft airbone;19,35244518109014;21,585000642738414
CAT048;20;129;08:00:03:758;41,56314217;2,120971;640,159642987885;2100,26136310037;15,765625;3,098145;7022,0;21,0;3460D4;BSO1JR;;;;;;;;;;;;2892;108,46;315,6537;No alert, no SPI, aircraft airbone;19,299192209826895;26,87945036108186
CAT048;20;129;08:00:03:953;41,57004231;2,23859156;762,058059597388;2500,19056424949;17,292969;20,835571;7056,0;25,0;3422D8;;;;;;;;;;;;;3807;115,94;242,6056;No alert, no SPI, aircraft airbone;24,59447536711776;27,322916263579526
CAT048;20;129;08:00:04:094;41,61802281;2,3744389;1028,71214783657;3375,03996310814;22,660156;32,76123;7371,0;33,75;342603;ECJTJ;1016;;;;;;53,261719;100;0,16;-192;NV;3601;100,98;52,674;No alert, no SPI, aircraft airbone;30,690117817523543;30,243578798570887
CAT048;20;129;08:00:04:070;41,57813788;2,32450375;845,839620852843;2775,06446167884;19,4375;31,030884;7034,0;27,75;342594;ECJSN;1016;;;;;;107,753906;107;0,172;-384;NV;44;108,46;99,7064;No alert, no SPI, aircraft airbone;28,46019958747557;27,834604040343994
CAT048;20;129;08:00:04:242;41,45255342;2,31770373;1493,48117239028;4899,87276962493;13,359375;46,856689;1000,0;49,0;3444CA;VLG9HN;1015;;;;;;70,3125;225;0,372;-736;-640;1713;249,48;75,1245;No alert, no SPI, aircraft airbone;28,208036451331495;20,300930991914722
CAT048;20;129;08:00:04:391;41,47209295;2,49843694;845,632075024769;2774,38353702426;20,648438;60,007324;2165,0;27,75;406909;EZY53KT;1015;;;;;;-174,199219;200;0,32;-480;-416;1965;213,84;184,2957;No alert, no SPI, aircraft airbone;36,3515149345507;21,539657175794265
CAT048;20;129;08:00:04:445;41,41612848;2,42852715;1234,30471193511;4049,55627110519;16,308594;64,753418;6306,0;40,5;3443D2;VLG684H;1015;;;;;;-113,554688;201;0,328;-192;-224;2464;223,08;247,5769;No alert, no SPI, aircraft airbone;33,22661021413054;18,15558040851209
CAT048;20;129;08:00:04:398;41,32470888;2,15931424;259,076029730961;849,987001382525;2,964844;60,90271;6424,0;8,5;02019D;MAC373P;1015;;;;;;-114,433594;135;0,208;-768;-736;143;139,26;245,8246;No alert, no SPI, aircraft airbone;21,102822535787794;12,589410992917639
CAT048;20;129;08:00:04:430;41,34983558;2,23294428;594,338558018208;1949,92971468846;6,617188;63,484497;1000,0;19,5;ABFA24;AAL40;1015;-0,176;-114,258;166;-0,062;166;-113,378906;157;0,248;-1024;-928;1736;166,54;245,896;No alert, no SPI, aircraft airbone;24,422019870316827;14,115426381608035
CAT048;20;129;08:00:04:555;41,39884042;2,58657883;1455,09882930294;4773,94644313025;22,6875;74,794922;1000,0;47,75;4CA643;RYR2246;1015;;;;;;29,882812;202;0,332;-256;-224;2891;222,64;34,1895;No alert, no SPI, aircraft airbone;40,37214489437004;17,18552552877555
CAT048;20;129;08:00:04:836;41,24367444;2,51712287;1478,03928204905;4849,21039811781;19,105469;100,184326;1743,0;48,5;4BA9D3;THY90W;1015;;;;;;-87,363281;250;0,412;-992;-992;3243;277,64;273,3014;No alert, no SPI, aircraft airbone;37,32379552869254;7,849679339616928
CAT048;20;129;08:00:06:297;41,27569788;2,05983454;327,65820735693;1074,99415302491;2,433594;231,877441;6356,0;10,75;3424D2;VLG7KT;1015;;;;;;-142,03125;158;0,244;2848;2496;3939;162,8;225,0;No alert, no SPI, aircraft airbone;16,61808939594378;9,628826627043107
CAT048;20;129;08:00:07:563;41,57186983;2,01229662;853,514151482843;2800,24336875097;16,765625;346,04187;7377,0;28,0;34630A;BSO551S;;;;;;;;;;;;640;101,86;270,4614;No alert, no SPI, aircraft airbone;14,402335109212979;27,381838339495644
CAT048;20;129;08:00:07:594;41,56140578;2,03266389;1120,21229502931;3675,23730602397;15,957031;348,695068;7000,0;36,75;343450;ECLBE;1023;;;;;;136,230469;130;0,212;64;NV;2062;152,9;136,8018;No alert, no SPI, aircraft airbone;15,322051991664953;26,757758815688383
CAT048;20;129;08:00:07:734;41,54510055;2,10976326;1044,00948389433;3425,22807513988;14,671875;1,356812;7070,0;34,25;344287;ECLHB;1016;;;;;;-168,398438;111;0,18;-128;NV;3964;121,66;187,7014;No alert, no SPI, aircraft airbone;18,79955583197967;25,795001859238077
CAT048;20;129;08:00:07:766;41,56404726;2,12907217;640,159667667933;2100,26144407166;15,84375;4,405518;7022,0;21,0;3460D4;BSO1JR;;;;;;;;;;;;2892;252,78;77,2668;No alert, no SPI, aircraft airbone;19,663814297992843;26,93554336003877
CAT048;20;129;08:00:07:773;41,47335826;2,12145019;731,554307406768;2400,11263391242;10,398438;4,828491;7060,0;24,0;34318D;ECKOQ;1016;-0,176;-179,824;84;NV;82;172,617188;78;0,124;512;NV;3701;82,06;183,6145;No alert, no SPI, aircraft airbone;19,34728995299401;21,495070188224634
CAT048;20;129;08:00:07:945;41,56948401;2,23587505;792,538749491796;2600,19283088266;17,21875;20,494995;7056,0;26,0;3422D8;;;;;;;;;;;;;3807;115,06;248,5822;No alert, no SPI, aircraft airbone;24,472340052143277;27,288668226697613
CAT048;20;129;08:00:08:086;41,61900506;2,37673137;1021,0910983989;3350,03651927105;22,765625;32,89856;7371,0;33,5;342603;ECJTJ;1016;;;;;;51,679688;101;0,16;-96;NV;3601;101,42;53,7286;No alert, no SPI, aircraft airbone;30,792825112042113;30,303297147327914
CAT048;20;129;08:00:08:070;41,57761271;2,32698649;845,837715334259;2775,05820997725;19,46875;31,360474;7034,0;27,75;342594;ECJSN;1016;;;;;;102,480469;107;0,172;32;NV;44;107,14;101,4862;No alert, no SPI, aircraft airbone;28,572230927044334;27,803921570562927
CAT048;20;129;08:00:08:242;41,45415282;2,32354131;1485,85813239589;4874,86279508974;13,617188;47,318115;1000,0;48,75;3444CA;VLG9HN;1015;-9,492;68,555;246;-0,75;246;65,039062;223;0,368;-576;-480;1713;247,28;68,6261;No alert, no SPI, aircraft airbone;28,470722487827434;20,39874523053884
CAT048;20;129;08:00:08:391;41,46827059;2,49753151;838,011567940935;2749,38187256334;20,5;60,507202;2165,0;27,5;406909;EZY53KT;1015;24,785;-166,816;214;2,219;214;-165,410156;200;0,32;-416;-448;1965;213,84;193,255;No alert, no SPI, aircraft airbone;36,3127934985089;21,310052207890315
CAT048;20;129;08:00:08:438;41,41450391;2,42342277;1226,68895486742;4024,57019068723;16,058594;64,720459;6306,0;40,25;3443D2;VLG684H;1015;;;;;;-114,082031;201;0,328;-384;-320;2464;223,3;247,3352;No alert, no SPI, aircraft airbone;32,996999852375374;18,05621770724921
CAT048;20;129;08:00:08:391;41,32366492;2,1562332;243,836458747275;799,98840731641;2,8125;60,639038;6424,0;8,0;02019D;MAC373P;1015;;;;;;-114,609375;135;0,208;-800;-736;143;139,26;245,8246;No alert, no SPI, aircraft airbone;20,96387316487658;12,526063969735922
CAT048;20;129;08:00:08:422;41,34865212;2,22938598;579,09972486645;1899,93354133084;6,441406;63,413086;1000,0;19,0;ABFA24;AAL40;1015;;;;;;-113,378906;158;0,248;-896;-896;1736;166,54;245,896;No alert, no SPI, aircraft airbone;24,26166115399541;14,043463273903807
CAT048;20;129;08:00:08:547;41,40266216;2,58924509;1447,47607462108;4748,93740465983;22,863281;74,317017;1000,0;47,5;4CA643;RYR2246;1015;;;;;;21,621094;202;0,332;-256;-224;2891;222,42;25,8728;No alert, no SPI, aircraft airbone;40,490182242922415;17,41594669068938
CAT048;20;129;08:00:08:836;41,24400504;2,5103647;1455,18713784311;4774,23616932119;18,800781;100,294189;1743,0;47,75;4BA9D3;THY90W;1015;;;;;;-87,363281;250;0,412;-992;-992;3243;277,64;273,3014;No alert, no SPI, aircraft airbone;37,01772594991439;7,866628384350122
CAT048;20;129;08:00:10:281;41,27318731;2,05744034;365,758067912422;1199,99369952979;2,613281;230,74585;6356,0;12,0;3424D2;VLG7KT;1015;-23,555;-148,008;166;-2,719;170;-151,523438;162;0,252;1760;1536;3939;165,44;214,6509;No alert, no SPI, aircraft airbone;16,510405174244106;9,477819456785587
CAT048;20;129;08:00:11:555;41,57109059;2,01031575;853,513155844063;2800,24010221943;16,742188;345,706787;7377,0;28,0;34630A;BSO551S;;;;;;;;;;;;640;93,28;259,6948;No alert, no SPI, aircraft airbone;14,313294757598165;27,334778567167437
CAT048;20;129;08:00:11:594;41,55932183;2,03473048;1120,21144228801;3675,2345083162;15,816406;348,936768;7000,0;36,75;343450;ECLBE;1023;;;;;;135,703125;129;0,208;32;NV;2062;149,38;138,4552;No alert, no SPI, aircraft airbone;15,415629507956533;26,633143969928472
CAT048;20;129;08:00:11:727;41,54296066;2,10892229;1051,62829534337;3450,22417649434;14,542969;1,219482;7070,0;34,5;344287;ECLHB;1016;;;;;;-168,574219;111;0,18;64;NV;3964;121,66;189,6021;No alert, no SPI, aircraft airbone;18,76227989562593;25,666486834046548
CAT048;20;129;08:00:11:766;41,47179009;2,12133949;746,793686023913;2450,1105968547;10,304688;4,844971;7060,0;24,5;34318D;ECKOQ;1016;;;;;;172,792969;78;0,124;576;NV;3701;82,5;183,3673;No alert, no SPI, aircraft airbone;19,342759699228022;21,401001171974947
CAT048;20;129;08:00:11:938;41,56892711;2,23314133;792,539426496252;2600,19505202596;17,144531;20,148926;7056,0;26,0;3422D8;;;;;;;;;;;;;3807;113,74;251,2518;No alert, no SPI, aircraft airbone;24,34942701171496;27,254503156495797
CAT048;20;129;08:00:12:078;41,62022687;2,37883877;1028,71035761479;3375,03408967692;22,878906;32,997437;7371,0;33,75;342603;ECJTJ;1016;;;;;;54,492188;100;0,16;224;NV;3601;101,64;53,7231;No alert, no SPI, aircraft airbone;30,887087325220257;30,377319672851417
CAT048;20;129;08:00:12:063;41,57716342;2,32944377;845,835857911035;2775,05211606884;19,503906;31,679077;7034,0;27,75;342594;ECJSN;1016;-5,273;NV;106;NV;116;93,691406;108;0,172;64;NV;44;106,04;102,3981;No alert, no SPI, aircraft airbone;28,6830842365144;27,777784613415363
CAT048;20;129;08:00:12:242;41,4559588;2,32898735;1478,23532863893;4849,85359561173;13,871094;47,675171;1000,0;48,5;3444CA;VLG9HN;1015;;;;;;63,808594;221;0,364;-448;-416;1713;244,2;66,0608;No alert, no SPI, aircraft airbone;28,715640490054287;20,508836742203652
CAT048;20;129;08:00:12:391;41,46445331;2,49589096;830,391914184205;2724,38300773211;20,324219;60,968628;2165,0;27,25;406909;EZY53KT;1015;;;;;;-157,851562;201;0,32;-576;-576;1965;214,28;199,3634;No alert, no SPI, aircraft airbone;36,24090340598502;21,08044673357301
CAT048;20;129;08:00:12:430;41,4128795;2,41841383;1219,07304492407;3999,58360870867;15,8125;64,692993;6306,0;40,0;3443D2;VLG684H;1015;-2,109;-113,555;224;-0,188;220;-114,960938;202;0,328;-416;-448;2464;223,74;246,5277;No alert, no SPI, aircraft airbone;32,77168661383299;17,956913966712786
CAT048;20;129;08:00:12:383;41,32262958;2,15314397;228,59686505422;749,989738744487;2,660156;60,331421;6424,0;7,5;02019D;MAC373P;1015;;;;;;-115,136719;135;0,208;-800;-736;143;139,7;245,451;No alert, no SPI, aircraft airbone;20,82454638313714;12,46323684543429
CAT048;20;129;08:00:12:414;41,34734524;2,22552238;563,860952547751;1849,93756755676;6,25;63,341675;1000,0;18,5;ABFA24;AAL40;1015;;;;;;-113,730469;159;0,248;-928;-928;1736;167,86;245,7202;No alert, no SPI, aircraft airbone;24,087545195018055;13,964021108052286
CAT048;20;129;08:00:12:531;41,40652222;2,59095783;1447,47466536891;4748,93278112892;23,0;73,811646;1000,0;47,5;4CA643;RYR2246;1015;-23,906;17,402;222;-2,094;222;13,183594;203;0,332;-256;-224;2891;222,2;17,287;No alert, no SPI, aircraft airbone;40,56513098505782;17,64822595530138
CAT048;20;129;08:00:12:828;41,24436722;2,50352087;1439,95495769288;4724,26182339712;18,492188;100,404053;1743,0;47,25;4BA9D3;THY90W;1015;;;;;;-87,363281;251;0,412;-1024;-992;3243;277,64;273,3014;No alert, no SPI, aircraft airbone;36,707764729832924;7,885458850407281
CAT048;20;129;08:00:14:258;41,27045787;2,05565417;396,238023258746;1299,99355622822;2,78125;229,185791;6356,0;13,0;3424D2;VLG7KT;1015;;;;;;-161,191406;164;0,256;1632;1536;3939;168,52;203,8239;No alert, no SPI, aircraft airbone;16,43027657868356;9,313804531738118
CAT048;20;129;08:00:15:547;41,56986537;2,00890062;883,99202202633;2900,23638554487;16,6875;345,432129;7377,0;29,0;34630A;BSO551S;;;;;;;;;;;;640;85,8;235,5029;No alert, no SPI, aircraft airbone;14,249828884392661;27,261066737604153
CAT048;20;129;08:00:15:586;41,55724354;2,0368705;1120,2106042644;3675,23175889482;15,675781;349,194946;7000,0;36,75;343450;ECLBE;1023;;;;;;135,527344;129;0,208;64;NV;2062;147,84;139,2792;No alert, no SPI, aircraft airbone;15,512519350724071;26,508883943255913
CAT048;20;129;08:00:15:719;41,54075668;2,10809349;1051,62707936298;3450,22018705724;14,410156;1,082153;7070,0;34,5;344287;ECLHB;1016;;;;;;-173,671875;111;0,18;64;NV;3964;121,88;190,7501;No alert, no SPI, aircraft airbone;18,7255681583148;25,534131261479178
CAT048;20;129;08:00:15:766;41,4702839;2,12132171;754,413089673966;2475,10864112594;10,214844;4,883423;7060,0;24,75;34318D;ECKOQ;1016;;;;;;178,945312;80;0,124;544;NV;3701;82,5;182,774;No alert, no SPI, aircraft airbone;19,342402172905874;21,310669812999517
CAT048;20;129;08:00:15:930;41,56844055;2,23061726;792,54005059693;2600,19709960043;17,078125;19,824829;7056,0;26,0;3422D8;;;;;;;;;;;;;3807;111,32;252,4438;No alert, no SPI, aircraft airbone;24,23592810554024;27,22461875607945
CAT048;20;129;08:00:16:070;41,62136896;2,38065274;998,229779567569;3275,03218999646;22,980469;33,074341;7371,0;32,75;342603;ECJTJ;1016;0,527;NV;102;NV;112;58,710938;103;0,164;-1696;NV;3601;101,2;53,1464;No alert, no SPI, aircraft airbone;30,968178935697857;30,446459012976142
CAT048;20;129;08:00:16:063;41,57697113;2,33197904;853,454097473994;2800,04634115658;19,554688;31,981201;7034,0;28,0;342594;ECJSN;1016;;;;;;92,8125;106;0,168;256;NV;44;104,72;102,2607;No alert, no SPI, aircraft airbone;28,797337937090425;27,767089478290714
CAT048;20;129;08:00:16:242;41,45788275;2,33440021;1462,99251380563;4799,84435899406;14,128906;47,993774;1000,0;48,0;3444CA;VLG9HN;1015;;;;;;63,457031;218;0,36;-416;-448;1713;241,34;65,2368;No alert, no SPI, aircraft airbone;28,958995905890273;20,62600729509266
CAT048;20;129;08:00:16:391;41,46082983;2,49378524;815,152875405736;2674,38615974616;20,136719;61,380615;2165,0;26,75;406909;EZY53KT;1015;;;;;;-153,632812;200;0,316;-512;-480;1965;214,06;205,4828;No alert, no SPI, aircraft airbone;36,14791288642062;20,862272082243354
CAT048;20;129;08:00:16:430;41,41116635;2,41355574;1211,45691413246;3974,59630216234;15,570312;64,692993;6306,0;39,75;3443D2;VLG684H;1015;;;;;;-115,3125;201;0,328;-448;-480;2464;223,52;245,9564;No alert, no SPI, aircraft airbone;32,553216465306875;17,852357855704295
CAT048;20;129;08:00:16:523;41,41049884;2,59213677;1439,85405442026;4723,93077590415;23,117188;73,278809;1000,0;47,25;4CA643;RYR2246;1015;;;;;;4,921875;203;0,332;-320;-224;2891;221,98;9,0747;No alert, no SPI, aircraft airbone;40,615899128338356;17,887248233142856
CAT048;20;129;08:00:16:375;41,3215477;2,14998832;213,357253573835;699,991011815181;2,503906;60,007324;6424,0;7,0;02019D;MAC373P;1015;0,176;-114,434;140;0,031;140;-115,3125;135;0,204;-768;-768;143;139,7;245,451;No alert, no SPI, aircraft airbone;20,682227086406865;12,397608008812016
CAT048;20;129;08:00:16:406;41,34599462;2,2215957;541,002158678137;1774,94152227758;6,054688;63,275757;1000,0;17,75;ABFA24;AAL40;1015;;;;;;-113,730469;159;0,248;-896;-960;1736;168,3;245,4126;No alert, no SPI, aircraft airbone;23,91058750140494;13,881946374018213
CAT048;20;129;08:00:16:820;41,24470731;2,49676187;1417,10255259555;4649,28673865758;18,1875;100,519409;1743,0;46,5;4BA9D3;THY90W;1015;0;-86,836;278;0;276;-87,363281;251;0,412;-960;-992;3243;277,64;273,3014;No alert, no SPI, aircraft airbone;36,40165849517135;7,903024289470797
CAT048;20;129;08:00:18:227;41,26743813;2,05439308;426,71808128804;1399,99374981305;2,945312;227,241211;6356,0;14,0;3424D2;VLG7KT;1015;;;;;;-170,683594;166;0,256;1344;1216;3939;172,26;194,1119;No alert, no SPI, aircraft airbone;16,3739708538781;9,132481157502319
CAT048;20;129;08:00:19:539;41,56848753;2,00806399;883,990945494734;2900,23285361694;16,617188;345,234375;7377,0;29,0;34630A;BSO551S;;;;;;;;;;;;640;80,08;225,791;No alert, no SPI, aircraft airbone;14,212448545850725;27,17829728998807
CAT048;20;129;08:00:19:586;41,55516238;2,03904971;1127,82976841833;3700,22901741761;15,535156;349,464111;7000,0;37,0;343450;ECLBE;1023;-2,988;140,449;142;NV;140;134,296875;128;0,208;352;NV;2062;146,96;139,7186;No alert, no SPI, aircraft airbone;15,611181411554796;26,38446127639403
CAT048;20;129;08:00:19:711;41,53861356;2,10749279;1051,62590260617;3450,21632630644;14,28125;0,983276;7070,0;34,5;344287;ECLHB;1016;-9,316;-178,242;120;NV;120;176,308594;110;0,176;64;NV;3964;121,44;190,9369;No alert, no SPI, aircraft airbone;18,69911448339174;25,405474981964748
CAT048;20;129;08:00:19:758;41,46866165;2,12107225;762,032465673983;2500,10659468183;10,117188;4,866943;7060,0;25,0;34318D;ECKOQ;1016;;;;;;-160,3125;83;0,132;288;NV;3701;83,16;183,5486;No alert, no SPI, aircraft airbone;19,33162840785231;21,21332688460504
CAT048;20;129;08:00:19:922;41,56808211;2,22809469;792,540735926479;2600,19934805703;17,019531;19,489746;7056,0;26,0;3422D8;;;;;;;;;;;;;3807;110,0;253,5754;No alert, no SPI, aircraft airbone;24,122447791757615;27,202421726613245
CAT048;20;129;08:00:20:070;41,62263332;2,38269903;952,509102096781;3125,0299625232;23,09375;33,162231;7371,0;31,25;342603;ECJTJ;1016;;;;;;57,480469;108;0,172;-1856;NV;3601;101,42;52,8827;No alert, no SPI, aircraft airbone;31,05966414171639;30,523015889807485
CAT048;20;129;08:00:20:063;41,57658918;2,33456564;861,072164092213;2825,0399988403;19,597656;32,305298;7034,0;28,25;342594;ECJSN;1016;;;;;;97,03125;103;0,164;256;NV;44;104,94;102,2992;No alert, no SPI, aircraft airbone;28,91398770739004;27,745040361873603
CAT048;20;129;08:00:20:234;41,45983997;2,33963775;1455,36975508463;4774,83530727185;14,382812;48,273926;1000,0;47,75;3444CA;VLG9HN;1015;;;;;;63,28125;216;0,356;-416;-448;1713;238,7;64,9347;No alert, no SPI, aircraft airbone;29,19441289917984;20,74512952070174
CAT048;20;129;08:00:20:383;41,45739603;2,49112446;807,534535977058;2649,39160701497;19,933594;61,737671;2165,0;26,5;406909;EZY53KT;1015;;;;;;-151,347656;200;0,316;-544;-512;1965;214,06;208,4821;No alert, no SPI, aircraft airbone;36,029766231976886;20,655245495029458
CAT048;20;129;08:00:20:422;41,40941983;2,40852724;1203,84086291678;3949,6092566919;15,320312;64,6875;6306,0;39,5;3443D2;VLG684H;1015;;;;;;-115,3125;201;0,328;-416;-512;2464;222,64;245,8521;No alert, no SPI, aircraft airbone;32,32705764713958;17,745749625380512
CAT048;20;129;08:00:20:508;41,41479105;2,59232759;1432,23493531346;4698,93366517382;23,199219;72,674561;1000,0;47,0;4CA643;RYR2246;1015;;;;;;-3,339844;203;0,332;-256;-224;2891;222,2;0,5109;No alert, no SPI, aircraft airbone;40,621857876454456;18,144736515757284
CAT048;20;129;08:00:20:367;41,32049836;2,14690525;198,117608915083;649,992176032961;2,351562;59,639282;6424,0;6,5;02019D;MAC373P;1015;;;;;;-114,785156;134;0,204;-800;-768;143;139,7;245,451;No alert, no SPI, aircraft airbone;20,543174202087076;12,333952789321936
CAT048;20;129;08:00:20:406;41,34481153;2,21813338;525,763190316036;1724,94490531646;5,882812;63,209839;1000,0;17,25;ABFA24;AAL40;1015;0;-114,609;168;0,031;168;-113,90625;159;0,248;-992;-1024;1736;167,42;245,2698;No alert, no SPI, aircraft airbone;23,754547523539607;13,810052527421725
CAT048;20;129;08:00:20:820;41,24499889;2,49007675;1394,24994285591;4574,31098251938;17,886719;100,645752;1743,0;45,75;4BA9D3;THY90W;1015;;;;;;-87,363281;251;0,412;-1024;-992;3243;277,64;273,3014;No alert, no SPI, aircraft airbone;36,098925746801065;7,917734966881725
CAT048;20;129;08:00:22:195;41,26429096;2,05375014;449,578252615407;1474,99431431073;3,097656;225,038452;6356,0;14,75;3424D2;VLG7KT;1015;;;;;;-175,253906;170;0,264;1184;1056;3939;177,54;187,4432;No alert, no SPI, aircraft airbone;16,34566132547767;8,943632674630583
CAT048;20;129;08:00:23:531;41,56717155;2,00856427;883,990265037864;2900,23062114683;16,535156;345,239868;7377,0;29,0;34630A;BSO551S;;;;;;;;;;;;640;71,28;185,7458;No alert, no SPI, aircraft airbone;14,235266936652666;27,09945625667421
CAT048;20;129;08:00:23:586;41,55314435;2,04125021;1135,44896955974;3725,22639729039;15,398438;349,744263;7000,0;37,25;343450;ECLBE;1023;;;;;;133,242188;127;0,208;320;NV;2062;146,08;139,9329;No alert, no SPI, aircraft airbone;15,710793639451676;26,26383104603322
CAT048;20;129;08:00:23:711;41,53633599;2,1071699;1051,62465795036;3450,21224278987;14,144531;0,933838;7070,0;34,5;344287;ECLHB;1016;;;;;;176,308594;110;0,176;-64;NV;3964;121,22;190,2283;No alert, no SPI, aircraft airbone;18,685215682740573;25,268815319276015
CAT048;20;129;08:00:23:750;41,46718409;2,1195373;769,651969541796;2525,1049677515;10,023438;4,515381;7060,0;25,25;34318D;ECKOQ;1016;14,766;-141,68;94;NV;92;-145,019531;86;0,136;480;NV;3701;95,48;209,8608;No alert, no SPI, aircraft airbone;19,262825253886742;21,12437665619011
CAT048;20;129;08:00:23:914;41,56777309;2,2253436;792,541513778269;2600,2019000643;16,960938;19,116211;7056,0;26,0;3422D8;;;;;;;;;;;;;3807;110,44;255,0531;No alert, no SPI, aircraft airbone;23,998655794620294;27,183128821716707
CAT048;20;129;08:00:24:070;41,62378122;2,38494843;960,128167495131;3150,02689704473;23,207031;33,277588;7371,0;31,5;342603;ECJTJ;1016;;;;;;54,667969;103;0,164;480;NV;3601;102,08;53,2892;No alert, no SPI, aircraft airbone;31,160341297790115;30,5926632034328
CAT048;20;129;08:00:24:063;41,5761422;2,33710938;853,450199110433;2800,03355124947;19,636719;32,629395;7034,0;28,0;342594;ECJSN;1016;;;;;;97,910156;104;0,164;-96;NV;44;104,94;102,3212;No alert, no SPI, aircraft airbone;29,028737594369147;27,719080420126865
CAT048;20;129;08:00:24:242;41,46171883;2,34484101;1447,74692183174;4749,82601102245;14,632812;48,554077;1000,0;47,5;3444CA;VLG9HN;1015;0;64,688;236;0;236;63,105469;214;0,352;-448;-480;1713;235,84;64,6271;No alert, no SPI, aircraft airbone;29,428304474770897;20,85955512635396
CAT048;20;129;08:00:24:422;41,40772181;2,40356422;1196,22470373288;3924,62185699498;15,074219;64,676514;6306,0;39,25;3443D2;VLG684H;1015;;;;;;-115,3125;201;0,324;-448;-512;2464;222,64;245,8521;No alert, no SPI, aircraft airbone;32,103819327938666;17,642087118287098
CAT048;20;129;08:00:24:391;41,45396772;2,48853809;799,916124601848;2624,39681823873;19,734375;62,105713;2165,0;26,25;406909;EZY53KT;1015;2,988;-149,59;214;0,281;214;-150,292969;200;0,316;-448;-480;1965;214,28;210,2728;No alert, no SPI, aircraft airbone;35,914961065771;20,44858262561248
CAT048;20;129;08:00:24:500;41,41904611;2,59174447;1432,23692231812;4698,94018421817;23,25;72,053833;1000,0;47,0;4CA643;RYR2246;1015;;;;;;-11,777344;203;0,332;-256;-224;2891;222,2;352,2327;No alert, no SPI, aircraft airbone;40,59290217416174;18,399636813528925
CAT048;20;129;08:00:24:359;41,31944715;2,14382079;182,87793998234;599,993260611659;2,199219;59,221802;6424,0;6,0;02019D;MAC373P;1015;;;;;;-115,3125;133;0,204;-608;-672;143;139,26;245,8246;No alert, no SPI, aircraft airbone;20,404054598220387;12,270190037129925
CAT048;20;129;08:00:24:398;41,34344754;2,21421528;502,904318242334;1649,94860346218;5,6875;63,143921;1000,0;16,5;ABFA24;AAL40;1015;;;;;;-113,554688;158;0,244;-832;-960;1736;166,98;245,5829;No alert, no SPI, aircraft airbone;23,57796864172148;13,727193384954381
CAT048;20;129;08:00:24:820;41,24528187;2,48321141;1371,39740253892;4499,33545414578;17,578125;100,783081;1743,0;45,0;4BA9D3;THY90W;1015;;;;;;-87,363281;250;0,408;-992;-1024;3243;276,76;273,3124;No alert, no SPI, aircraft airbone;35,78804346057751;7,9318792521544985
CAT048;20;129;08:00:26:172;41,26090771;2,05332422;472,438498440199;1549,99512322254;3,257812;222,747803;6356,0;15,5;3424D2;VLG7KT;1015;-4,395;-175,078;182;-0,469;184;-176,308594;175;0,272;1152;1056;3939;182,82;185,0208;No alert, no SPI, aircraft airbone;16,327227616831106;8,740667992470975
CAT048;20;129;08:00:27:531;41,56578578;2,00905255;883,989541855641;2900,22824850166;16,449219;345,239868;7377,0;29,0;34630A;BSO551S;;;;;;;;;;;;640;73,04;177,5391;No alert, no SPI, aircraft airbone;14,257560962383526;27,016427934023806
CAT048;20;129;08:00:27:586;41,55119163;2,04347099;1135,44820751622;3725,22389714753;15,265625;350,0354;7000,0;37,25;343450;ECLBE;1023;;;;;;132,890625;128;0,208;-96;NV;2062;145,2;140,0043;No alert, no SPI, aircraft airbone;15,811309808907698;26,14712387395569
CAT048;20;129;08:00:27:711;41,53418744;2,10694433;1051,62349328026;3450,20842169361;14,015625;0,900879;7070,0;34,5;344287;ECLHB;1016;;;;;;176,308594;110;0,176;0;NV;3964;120,56;189,2944;No alert, no SPI, aircraft airbone;18,675664490050867;25,1399142423653
