CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;20:30:05:883;41,33239812;2,43167479;1531,46715874039;5024,49871308181;15,046875;82,622681;1000;50,25;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,359375;225;0,372;-736;-736;2419;251,9;301,3495;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:07:313;41,15754387;1,98641235;1455,42530482076;4775,01755706815;10,085938;211,415405;425;47,75;20118;MAC378Y;1017;N/A;N/A;N/A;N/A;N/A;-129,023438;250;0,412;2592;2656;1439;282,48;230,8942;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:07:375;41,2531541;2,05464308;411,479478579015;1349,99833250117;3,574219;216,968994;6305;13,5;4CA643;RYR89EE;1017;-0,527;-177,715;196;-0,031;196;-177,539062;187;0,288;1280;1120;379;197,34;182,3236;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:09:617;41,31850615;2,14105607;152,398216068745;499,99416320698;2,0625;58,793335;1000;5;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-115,664062;128;0,196;-672;-640;1335;128,48;245,6268;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:09:672;41,36081435;2,26628811;1287,74602597486;4224,88867185937;8,28125;64,0448;1000;42,25;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-128,496094;183;0,296;-2880;-2880;3287;205,48;232,1246;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:09:875;41,33490931;2,42644536;1516,23220744636;4974,51527547831;14,832031;81,930542;1000;49,75;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,359375;223;0,368;-800;-736;2419;250,58;301,2726;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:11:313;41,15420874;1,98098144;1508,76462651324;4950,01533724968;10,386719;212,003174;425;49,5;20118;MAC378Y;1017;N/A;N/A;N/A;N/A;N/A;-128,671875;249;0,412;2496;2624;1439;283,8;230,8667;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:11:352;41,24941235;2,05443801;434,339888087474;1424,99967843291;3,761719;215,024414;6305;14,25;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;-177,714844;192;0,296;1312;1056;379;202,18;181,983;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:13:273;41,5035558;2,24913033;1805,95743886475;5925,05740372501;13,894531;28,580933;5407;59,25;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;133,945312;220;0,368;-1632;-1696;448;247,28;140,2515;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:13:602;41,31750835;2,13812326;137,158487550914;449,995052296542;1,917969;58,271484;1000;4,5;440018;EJU93FV;1017;1,055;-114,434;128;0,125;132;-114,960938;128;0,196;-640;-672;1335;128,48;245,6268;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:13:672;41,35856875;2,26220657;1226,78758992907;4024,89379654288;8,054688;64,335938;1000;40,25;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-124,980469;183;0,296;-3232;-3104;3287;204,82;233,7451;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:13:859;41,33730346;2,42136929;1493,3770439066;4899,53114073053;14,625;81,24939;1000;49;346091;VLG98EE;1017;-0,176;-58,711;248;0;244;-58,359375;221;0,364;-896;-960;2419;248,38;301,3165;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:15:313;41,15082384;1,97553549;1562,10390326381;5125,01296998403;10,691406;212,55249;425;51,25;20118;MAC378Y;1017;N/A;N/A;N/A;N/A;N/A;-128,496094;249;0,412;2624;2560;1439;286;230,9601;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:15:320;41,24563638;2,05429248;449,580343247391;1475,00117333977;3,953125;213,217163;6305;14,75;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;-178,769531;198;0,308;1344;960;379;209,22;181,0931;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:17:289;41,50038025;2,25336918;1767,8541642772;5800,04665632722;13,820312;29,657593;5407;58;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;126,386719;219;0,368;-1824;-1856;448;245,74;133,5114;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:17:594;41,31650416;2,13518754;129,538737025112;424,995869981468;1,773438;57,672729;1000;4,25;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;127;0,192;-640;-672;1335;128,92;246,2146;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:17:672;41,3568853;2,257765;1165,82935171295;3824,89957027391;7,828125;64,368896;1000;38,25;344417;IBE04LY;1017;19,688;-121,289;204;1,812;198;-117,070312;182;0,296;-2848;-2848;3287;204,82;238,7933;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:17:852;41,33965607;2,41624895;1478,1418559486;4849,54692667042;14,417969;80,557251;1000;48,5;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,535156;219;0,36;-1056;-1088;2419;244,86;301,2836;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:19:320;41,14752121;1,97011836;1615,44310387969;5300,01035293264;10,992188;213,079834;425;53;20118;MAC378Y;1017;0,879;-128,848;288;0,062;276;-128,496094;249;0,412;2496;2464;1439;288,2;231,059;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:19:305;41,24174549;2,05422534;472,440858880989;1550,0028674511;4,152344;211,486816;6305;15,5;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;-179,824219;203;0,316;1536;1472;379;214,06;180,2637;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:21:289;41,49762674;2,25814693;1729,75081744883;5675,03567191883;13,785156;30,778198;5407;56,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;119,003906;219;0,368;-1856;-1792;448;244,2;126,1615;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:21:586;41,31554905;2,13230989;114,298961173743;374,996603777263;1,632812;56,931152;1000;3,75;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-115,664062;126;0,192;-512;-576;1335;129,36;245,8081;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:21:664;41,35494041;2,25347983;1112,49096373003;3649,90485344403;7,601562;64,533691;1000;36,5;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-108,808594;181;0,292;-2784;-2656;3287;202,4;246,0938;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:21:836;41,34196593;2,41109478;1455,28663171362;4774,56259279132;14,210938;79,854126;1000;47,75;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,710938;217;0,356;-1120;-1216;2419;242,44;301,3275;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:23:320;41,14420247;1,96459899;1661,16221317835;5450,00743548406;11,296875;213,596191;425;54,5;20118;MAC378Y;1017;N/A;N/A;N/A;N/A;N/A;-128,496094;249;0,416;2400;2400;1439;289,08;231,1798;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:23:273;41,23773913;2,05425172;510,5414403826;1675,00477926485;4,359375;209,822388;6305;16,75;4CA643;RYR89EE;1017;-1,23;179,473;218;-0,094;218;179,648438;207;0,324;2080;2208;379;217,14;179,4672;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:25:297;41,49524463;2,26337373;1699,26738663483;5575,02441276703;13,785156;31,92627;5407;55,75;3424D4;VLG738J;1017;-12,656;119,707;244;-1,031;244;113,90625;219;0,368;-1632;-1536;448;244,2;119,7125;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:25:563;41,31458206;2,1294339;99,0591634726152;324,997265887495;1,492188;56,074219;1000;3,25;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,191406;128;0,196;-608;-576;1335;129,8;245,4071;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:25:656;41,35403339;2,24882546;1059,15281561762;3474,91092359092;7,386719;64,215088;1000;34,75;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-102,304688;179;0,288;-2272;-2144;3287;200,2;253,7347;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:25:820;41,34424497;2,40616777;1424,81114539132;4674,57739824564;14,015625;79,145508;1000;46,75;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,886719;216;0,356;-1408;-1536;2419;239,8;301,1682;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:27:320;41,14073694;1,95895118;1714,50126582105;5625,00433295632;11,613281;214,085083;425;56,25;20118;MAC378Y;1017;N/A;N/A;N/A;N/A;N/A;-128,496094;251;0,42;2400;2432;1439;292,6;231,2457;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:27:258;41,2337634;2,05438345;563,882069470361;1850,00684880114;4,566406;208,267822;6305;18,5;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;179,121094;207;0,324;2496;2752;379;218,24;179,209;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:29:305;41,49325669;2,26884227;1668,78395391721;5475,01314736975;13,816406;33,057861;5407;54,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;111,621094;221;0,368;-1472;-1408;448;243,98;116,0376;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:29:547;41,31355794;2,12649147;91,4393473956734;299,997868509621;1,347656;55,085449;1000;3;440018;EJU93FV;1017;0,352;-114,785;130;0,031;130;-116,71875;127;0,192;-640;-768;1335;131,12;245,1929;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:29:641;41,35332039;2,24402322;1021,0546916211;3349,91707445818;7,171875;63,770142;1000;33,5;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-101,25;176;0,284;-1984;-1952;3287;195,36;258,1677;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:29:805;41,34642543;2,40112863;1394,33568640053;4574,59229337032;13,816406;78,43689;1000;45,75;346091;VLG98EE;1017;-0,527;-58,887;238;0,031;236;-59,0625;216;0,352;-1728;-1824;2419;238,48;301,0858;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:31:234;41,22972237;2,05445568;617,22273905389;2025,00905119756;4,78125;206,856079;6305;20,25;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;179,121094;206;0,324;2592;2752;379;219,12;178,9508;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:31:320;41,13734999;1,95332304;1760,22023421153;5775,00095321057;11,925781;214,557495;425;57,75;20118;MAC378Y;1017;N/A;N/A;N/A;N/A;N/A;-128,671875;251;0,42;2624;2592;1439;293,92;231,2183;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:33:313;41,49142663;2,274242;1645,9205491133;5400,00197435289;13,859375;34,151001;5407;54;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;110,742188;222;0,368;-1280;-1216;448;243,98;114,4611;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:33:523;41,31256954;2,12361052;76,1995064830408;249,998388849819;1,207031;53,85498;1000;2,5;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,191406;128;0,196;-864;-640;1335;131,12;245,1929;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:33:633;41,35275351;2,23941081;975,336447535083;3199,922830531;6,96875;63,264771;1000;32;344417;IBE04LY;1017;-2,461;-101,426;190;-0,312;186;-102,480469;173;0,276;-2208;-2080;3287;190,96;258,5083;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:33:797;41,34873791;2,39618443;1356,24010225944;4449,60677709687;13,625;77,678833;1000;44,5;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-59,0625;216;0,352;-1760;-1920;2419;237,6;301,2067;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:35:211;41,22563844;2,05458429;670,563462737016;2200,01143108611;5;205,526733;6305;22;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;178,945312;204;0,32;2528;2528;379;220,22;178,6926;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:35:313;41,13396448;1,94774751;1821,17916246224;5974,99744337262;12,238281;214,996948;425;59,75;20118;MAC378Y;1017;0,527;-128,848;294;-0,031;282;-128,671875;251;0,42;2688;2688;1439;294,58;231,0645;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:37:313;41,48949073;2,27980698;1615,43693978712;5299,99012953117;13,90625;35,2771;5407;53;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;110,214844;221;0,368;-1152;-1088;448;243,32;113,5052;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:37:508;41,31156849;2,12072227;60,9596443949267;199,998839716651;1,066406;52,322388;1000;2;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,71875;127;0,192;-672;-640;1335;131,12;245,1929;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:37:625;41,35210871;2,23492666;937,238086208701;3074,92820275696;6,769531;62,786865;1000;30,75;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-104,414062;171;0,272;-2144;-2144;3287;187,66;257,3712;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:37:773;41,35112684;2,39116072;1318,14453539439;4324,62131750332;13,433594;76,876831;1000;43,25;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,886719;216;0,352;-1888;-1888;2419;236,94;301,0034;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:39:188;41,22152051;2,05472054;716,284233508632;2350,01396466446;5,222656;204,296265;6305;23,5;4CA643;RYR89EE;1017;-0,703;178,594;222;-0,094;218;178,769531;205;0,324;2400;2336;379;222,2;178,4509;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:41:320;41,48778871;2,28532527;1592,57337735221;5224,97843935222;13,96875;36,35376;5407;52,25;3424D4;VLG738J;1017;-1,23;112,852;242;-0,094;244;109,863281;221;0,368;-1088;-1088;448;242,22;112,8516;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:41:477;41,31059994;2,11788102;45,7197596626356;149,999216291561;0,929688;50,317383;1000;1,5;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,542969;127;0,192;-640;-608;1335;132;245,3741;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:41:609;41,35129955;2,23045354;891,519645263441;2924,93331296611;6,566406;62,358398;1000;29,25;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-106,171875;172;0,272;-2304;-2176;3287;185,9;255,6628;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:41:766;41,35331037;2,3862255;1287,66881301906;4224,63534850545;13,246094;76,107788;1000;42,25;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,710938;216;0,352;-1824;-1888;2419;236,94;301,0034;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:43:172;41,21742863;2,05490095;762,005045419559;2500,01663321431;5,445312;203,153687;6305;25;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;178,59375;206;0,324;2432;2432;379;223,3;178,4564;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:45:328;41,4860375;2,29074978;1569,70976410341;5149,96658246102;14,03125;37,41394;5407;51,5;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;109,863281;220;0,364;-1152;-1184;448;241,34;112,4176;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:45:438;41,30958537;2,11493059;38,0998572828248;124,999535767783;0,789062;47,532349;1000;1,25;440018;EJU93FV;1017;1,23;-114,258;132;0,188;130;-116,367188;128;0,192;-736;-672;1335;131,56;245,7697;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:45:602;41,35039782;2,22603549;845,801118978299;2774,93814318876;6,363281;61,957397;1000;27,75;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-108,105469;172;0,272;-2016;-1920;3287;186,34;254,0918;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:45:750;41,35554135;2,3813118;1249,57302164193;4099,64915232372;13,0625;75,305786;1000;41;346091;VLG98EE;1017;0,352;-58,711;236;0;236;-58,359375;216;0,352;-1888;-1888;2419;236,72;301,333;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:47:156;41,21325363;2,05502852;815,345907346345;2675,01946665818;5,675781;202,104492;6305;26,75;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;178,242188;207;0,328;2624;2592;379;224,18;178,2092;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:49:328;41,48435152;2,29631257;1546,84602645971;5074,95431745007;14,105469;38,474121;5407;50,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;109,6875;220;0,364;-1312;-1312;448;241,12;112,1979;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:49:391;41,30854251;2,11193357;22,8599334238097;74,9997839741718;0,648438;43,522339;1000;0,75;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,542969;128;0,196;-736;-704;1335;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:49:594;41,34926651;2,22156892;807,702529436909;2649,94276667779;6,152344;61,633301;1000;26,5;344417;IBE04LY;1017;-14,238;-111,094;184;-1,531;184;-114,257812;172;0,272;-1632;-1664;3287;185,24;249,115;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:49:734;41,35781763;2,37632063;1211,47723958269;3974,66298671246;12,878906;74,465332;1000;39,75;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,359375;216;0,352;-1824;-1920;2419;236,72;301,333;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:51:133;41,20909641;2,05520398;868,686813336797;2850,0224446679;5,90625;201,121216;6305;28,5;4CA643;RYR89EE;1017;N/A;N/A;N/A;N/A;N/A;178,242188;206;0,328;2624;2688;379;225,28;178,2147;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:53:344;41,48266996;2,30184554;1516,3622263791;4974,94184679362;14,183594;39,517822;5407;49,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;110,039062;220;0,364;-1440;-1408;448;241,34;112,4176;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:53:320;41,30757679;2,10904619;7,61998573783785;24,9999540081279;0,519531;37,468872;1000;0,25;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,894531;128;0,192;-672;-640;1335;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:53:586;41,34758268;2,2177893;769,603600341827;2524,94627614548;5,953125;61,710205;1000;25,25;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-118,300781;172;0,272;-1760;-1792;3287;184,36;243,5724;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:53:719;41,36007151;2,37145684;1165,76129836775;3824,67629813686;12,703125;73,613892;1000;38,25;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,359375;217;0,352;-2016;-1952;2419;236,28;301,6681;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:55:125;41,20496991;2,05537286;922,027752657421;3025,02553202857;6,136719;200,220337;6305;30,25;4CA643;RYR89EE;1017;3,867;179,297;226;0,312;220;179,121094;206;0,328;2592;2560;379;226,16;178,9838;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:57:203;41,3065261;2,106104;1,60615891218185E-05;5,26955040544271E-05;0,394531;27,647095;1000;-0,25;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,71875;127;0,192;-736;-608;1335;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:57:344;41,48087197;2,30713275;1485,87843975704;4874,92942029249;14,253906;40,534058;5407;48,75;3424D4;VLG738J;1017;19,688;116,367;242;1,5;244;114,785156;220;0,364;-1536;-1568;448;242,66;116,4551;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:57:586;41,34611937;2,21365551;731,504773205146;2399,95012012237;5,746094;61,600342;1000;24;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-119,003906;172;0,272;-1952;-1888;3287;183,7;241,3367;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:57:703;41,36236176;2,36650593;1127,66537234653;3699,68966020938;12,527344;72,723999;1000;37;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,183594;217;0,352;-2048;-1952;2419;236,28;301,6681;No alert, no SPI, aircraft airbone
CAT048;20;129;20:30:59:109;41,2007598;2,05542962;975,368737568147;3200,02876896308;6,375;199,412842;6305;32;4CA643;RYR89EE;1013,2;N/A;N/A;N/A;N/A;N/A;0;207;0,332;2944;2688;379;227,26;180,4999;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:01:016;41,30549352;2,10328221;2,42395326495171E-05;7,95260282978416E-05;0,292969;10,903931;1000;-0,5;440018;EJU93FV;1017;1,055;-114,609;134;-0,062;130;-116,71875;128;0,192;-768;-608;1335;133,32;245,1599;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:01:352;41,47859068;2,31220963;1455,39450562838;4774,91650984583;14,300781;41,588745;5407;47,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;122,34375;221;0,364;-1600;-1536;448;242,44;121,3275;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:01:578;41,34427064;2,20979649;693,405779165216;2274,95341651641;5,539062;61,75415;1000;22,75;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-123,222656;174;0,276;-2016;-2016;3287;182,38;238,2275;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:01:688;41,36466427;2,36156775;1089,56938134693;3574,70280909825;12,355469;71,806641;1000;35,75;346091;VLG98EE;1017;-0,176;-58,359;236;0;236;-58,183594;217;0,352;-1888;-1920;2419;236,28;301,6681;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:03:094;41,19660021;2,0553703;1028,70973697584;3375,03205345982;6,613281;198,71521;6305;33,75;4CA643;RYR89EE;1013,2;N/A;N/A;N/A;N/A;N/A;-179,472656;209;0,336;2912;2880;379;227,26;181,0052;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:04:703;41,30463699;2,10054665;1,43200159072876E-05;4,69816809892654E-05;0,246094;343,844604;1000;-1;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,015625;126;0,188;-1216;-320;1335;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:05:359;41,47592762;2,31703828;1424,91050515044;4674,90338171779;14,328125;42,665405;5407;46,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;130,078125;221;0,364;-1504;-1472;448;244,2;128,8422;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:05:570;41,3423786;2,20616291;655,306680266745;2149,95636888635;5,339844;61,99585;1000;21,5;344417;IBE04LY;1017;0;-124,629;182;-0,219;184;-124,628906;175;0,276;-1536;-1376;3287;182,6;235,2612;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:05:672;41,36693693;2,3565663;1051,47337432113;3449,71590540772;12,183594;70,86731;1000;34,5;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,007812;217;0,348;-1952;-1952;2419;236,28;301,6681;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:07:086;41,19228849;2,05518181;1089,67079971079;3575,03554652314;6,863281;198,088989;6305;35,75;4CA643;RYR89EE;1013,2;N/A;N/A;N/A;N/A;N/A;-179,472656;208;0,336;2848;2944;379;227,26;181,5106;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:08:359;41,30365444;2,09792642;-1,46245583891869E-05;-4,79808361455798E-05;0,257812;313,456421;1000;-1,5;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-116,367188;119;0,18;64;-96;1335;130,68;245,5884;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:09:367;41,47270437;2,32122813;1394,42662618868;4574,89065226487;14,316406;43,747559;5407;45,75;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;137,8125;221;0,364;-1408;-1376;448;244,86;136,6534;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:09:570;41,34036698;2,20249886;632,44754987862;2074,95921954377;5,136719;62,319946;1000;20,75;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-124,277344;171;0,268;-1088;-1056;3287;179,52;234,9811;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:09:656;41,36919748;2,35158275;1013,37729360349;3324,72875994609;12,015625;69,906006;1000;33,25;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-58,007812;217;0,348;-2016;-2016;2419;236,28;301,6681;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:11:070;41,18812417;2,05500754;1150,63186929934;3775,03906207204;7,105469;197,523193;6305;37,75;4CA643;RYR89EE;1013,2;0,527;-178,066;226;0,062;224;-179,648438;207;0,336;2880;2816;379;227,26;182,016;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:12:125;41,30278702;2,09526398;-6,10286369919777E-05;-0,00020022519338876;0,332031;292,142944;1000;-1,5;440018;EJU93FV;1017;N/A;N/A;N/A;N/A;N/A;-114,257812;108;0,164;0;-96;1335;122,1;245,3192;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:13:367;41,46915131;2,32458449;1371,56311710458;4499,8791371214;14,269531;44,780273;5407;45;3424D4;VLG738J;1017;24,082;146,426;246;1,906;242;145,546875;221;0,36;-1344;-1344;448;245,3;146,3049;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:13:570;41,33852158;2,19910651;609,588331105188;1999,96178022314;4,949219;62,633057;1000;20;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-123,75;169;0,264;-1472;-1472;3287;175,78;235,6732;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:13:641;41,37145125;2,34670917;967,661076840013;3174,74116733979;11,855469;68,928223;1000;31,75;346091;VLG98EE;1017;N/A;N/A;N/A;N/A;N/A;-61,523438;218;0,348;-2048;-1952;2419;236,94;301,0034;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:15:055;41,18391323;2,05476213;1203,97298370395;3950,04272385526;7,351562;197,012329;6305;39,5;4CA643;RYR89EE;1013,2;N/A;N/A;N/A;N/A;N/A;-179,648438;208;0,336;2848;2720;379;227,26;182,2687;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:17:375;41,46501631;2,32782704;1341,07945392001;4399,86711559894;14,199219;45,906372;5407;44;3424D4;VLG738J;1017;N/A;N/A;N/A;N/A;N/A;153,28125;221;0,36;-1376;-1344;448;246,18;153,9514;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:17:617;41,37345142;2,34131712;937,18511261791;3074,75440488134;11,671875;67,950439;1000;30,75;346091;VLG98EE;1017;-28,125;-65,039;236;-2,844;234;-72,773438;217;0,348;-1504;-1376;2419;237,38;294,939;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:17:563;41,33665889;2,19543699;579,109159764834;1899,96449572286;4,75;62,913208;1000;19;344417;IBE04LY;1017;N/A;N/A;N/A;N/A;N/A;-121,816406;168;0,264;-1824;-1920;3287;174,24;236,9476;No alert, no SPI, aircraft airbone
CAT048;20;129;20:31:19:047;41,17977966;2,05454734;1264,93412231654;4150,04646586099;7,59375;196,534424;6305;41,5;4CA643;RYR89EE;1013,2;N/A;N/A;N/A;N/A;N/A;-179,472656;208;0,34;2848;2848;379;228,36;182,5104;No alert, no SPI, aircraft airbone
