CAT;SAC;SIC;Time;LAT;LON;H(m);H(ft);RHO;THETA;Mode3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;MACH;BAR;IVV;TN;GS(kt);HDG;STAT
CAT048;20;129;21:34:01:797;41,28575919;2,08444036;-0,000177685171365738;-0,000582956617623568;1,199219;221,64917;1425;-0,75;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-114,257812;151;0,228;1728;1344;394;157,74;246,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:03:719;41,48966617;2,28004522;1523,99689708836;4999,98997984339;13,917969;35,288086;1000;50;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;151,347656;220;0,364;-544;-544;2215;244,42;154,7974;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:04:078;41,40685344;2,44063919;1280,01088161394;4199,51090083428;16,585938;67,296753;6341;42;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,609375;216;0,352;-1056;-992;3721;245,96;246,2476;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:04:094;41,35588485;2,28992104;670,513564131223;2199,84772174428;9,121094;68,648071;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,90625;161;0,252;32;0;1543;173,8;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:04:180;41,30985558;2,1548847;213,35614050366;699,987360010027;2,453125;77,041626;5107;7;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-114,433594;133;0,204;-640;-576;3066;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:05:492;41,17161705;2,05649061;1562,11680527218;5125,05529940917;8,054688;194,935913;1000;51,25;440C36;EJU81WL;1013,3;N/A;N/A;N/A;N/A;N/A;179,296875;230;0,38;3136;3200;676;253,22;180,4504;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:05:820;41,28462073;2,08087534;22,8596677351743;74,9989122922692;1,359375;224,818726;1425;0,75;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-115,3125;154;0,232;1984;2272;394;154;245,4291;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:07:727;41,48551719;2,28280091;1508,75369301438;4949,97946618931;13,789062;36,309814;1000;49,5;3C64AD;DLH67E;1017;0,879;154,512;246;0,094;242;151,523438;220;0,364;-544;-512;2215;244,86;154,5831;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:08:070;41,40506356;2,43516602;1264,77564228699;4149,52651824084;16,316406;67,313232;6341;41,5;346690;VLG7NB;1017;0;-113,906;246;0,094;236;-114,785156;216;0,352;-1024;-992;3721;245,96;246,2476;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:08:086;41,35453188;2,28597799;670,51546746958;2199,8539662929;8,925781;68,719482;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,90625;161;0,252;0;0;1543;173,8;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:08:188;41,30883078;2,15191384;205,73655220028;674,988709920767;2,308594;77,783203;5107;6,75;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-114,785156;132;0,204;-640;-576;3066;132,66;245,9454;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:09:477;41,16677815;2,05631137;1630,69829562865;5350,06019623031;8,339844;194,474487;1000;53,5;440C36;EJU81WL;1013,3;1,758;-178,066;254;0,125;256;0;231;0,384;3392;3360;676;254,32;181,8018;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:09:844;41,28343199;2,07747693;60,9594938559458;199,998345822341;1,519531;227,037964;1425;2;4C01E3;ASL18J;1017;0,703;-114,082;154;0,094;158;-114,960938;154;0,232;2080;2272;394;154,44;245,9235;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:11:734;41,48132505;2,28545945;1501,1305390168;4924,96911762787;13,660156;37,342529;1000;49,25;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;152,050781;220;0,364;-256;-288;2215;245,74;154,682;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:12:063;41,40320346;2,42954842;1241,92044284195;4074,54226569357;16,039062;67,335205;6341;40,75;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-115,136719;215;0,352;-896;-832;3721;245,52;245,9399;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:12:078;41,35317321;2,28203745;670,517329121009;2199,86007407337;8,730469;68,796387;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-114,082031;161;0,252;0;0;1543;173,8;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:12:188;41,30783487;2,14901751;190,496931912377;624,989954095405;2,167969;78,596191;5107;6,25;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-115,3125;132;0,2;-704;-640;3066;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:13:469;41,16223357;2,05609016;1706,89973956067;5600,06494154023;8,609375;194,084473;1000;56;440C36;EJU81WL;1013,3;N/A;N/A;N/A;N/A;N/A;-179,824219;231;0,384;3520;3456;676;255,42;182,2412;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:13:859;41,28217779;2,07387415;106,679277106188;349,997639501067;1,691406;228,938599;1425;3,5;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-115,136719;155;0,236;2208;2400;394;155,76;245,7367;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:15:742;41,47729814;2,28808973;1501,12748807482;4924,95910797541;13,542969;38,364258;1000;49,25;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;149,0625;220;0,364;-160;-192;2215;244,86;153,5394;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:16:063;41,4013251;2,42412395;1226,68498188537;4024,55715596878;15,769531;67,373657;6341;40,25;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-115,136719;214;0,348;-576;-416;3721;243,76;245,7477;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:16:078;41,35188192;2,27824745;670,519084149972;2199,86583204259;8,542969;68,867798;6314;22;345359;VLG8BT;1017;0,176;-114,609;174;0,156;170;-114,082031;161;0,252;32;0;1543;173,8;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:16:195;41,30681206;2,14594077;175,257312292233;574,99120046085;2,019531;79,524536;5107;5,75;344409;VLG1579;1017;-0,527;-114,258;132;-0,406;136;-115,3125;133;0,204;-672;-704;3066;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:17:461;41,15743931;2,05575565;1775,48130317125;5825,07007869638;8,894531;193,727417;1000;58,25;440C36;EJU81WL;1013,3;N/A;N/A;N/A;N/A;N/A;-179,824219;230;0,388;3520;3488;676;255,42;182,4664;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:17:875;41,28101074;2,07045519;160,01903970819;524,996866236217;1,855469;230,449219;1425;5,25;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-116,894531;155;0,236;2592;2656;394;155,32;243,5999;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:19:742;41,47346809;2,29107643;1493,50434349477;4899,94879031139;13,449219;39,424438;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;142,910156;220;0,364;-192;-128;2215;244,2;148,9142;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:20:055;41,39945087;2,4186929;1219,06945294049;3999,57182398527;15,5;67,412109;6341;40;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-115,136719;211;0,344;-224;-192;3721;240,02;245,8905;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:20:070;41,35056191;2,27437901;670,520837380551;2199,87158411161;8,351562;68,944702;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,730469;161;0,252;-32;0;1543;173,8;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:20:203;41,30579437;2,14293679;160,017659931444;524,992339409477;1,875;80,606689;5107;5,25;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-115,664062;132;0,204;-672;-640;3066;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:21:875;41,27949195;2,0671147;213,358797593974;699,996077498212;2,03125;231,185303;1425;7;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-127,792969;154;0,236;2624;2528;394;155,32;235,4865;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:23:750;41,46999641;2,2946722;1493,50101721939;4899,93787733405;13,394531;40,528564;1000;49;3C64AD;DLH67E;1017;-21,973;142,734;244;-1,719;242;136,230469;220;0,364;-128;-64;2215;243,54;142,8442;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:24:047;41,39767647;2,41339446;1211,45375483483;3974,58593701231;15,238281;67,439575;6341;39,75;346690;VLG7NB;1017;0,352;-114,082;236;0,031;226;-114,960938;208;0,336;-320;-224;3721;236,5;246,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:24:070;41,3492131;2,27052467;670,522542319261;2199,87717774272;8,160156;69,038086;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,554688;161;0,252;-64;0;1543;173,8;245,5005;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:24:211;41,30479944;2,13999488;152,397977970541;499,993382044868;1,734375;81,837158;5107;5;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-115,664062;132;0,2;-608;-640;3066;132,66;245,9454;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:25:859;41,2774173;2,064604;266,698648595251;874,995594257244;2,199219;230,515137;1425;8,75;4C01E3;ASL18J;1017;-30,059;-139,395;156;-3,25;160;-142,207031;154;0,236;2432;2304;394;155,32;220,556;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:27:758;41,46668327;2,29877621;1493,49746073131;4899,92620906569;13,367188;41,687622;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;128,847656;220;0,364;-64;-32;2215;242,66;135,835;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:28:047;41,39590713;2,40818244;1211,45791100245;3974,59957273328;14,980469;67,472534;6341;39,75;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;204;0,332;-256;-256;3721;233,42;245,9619;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:28:063;41,34788628;2,26656609;670,5242605526;2199,88281499139;7,964844;69,11499;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,378906;161;0,252;-32;0;1543;173,36;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:28:219;41,30380393;2,13703574;137,15827550739;449,994356615667;1,59375;83,28186;5107;4,5;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,015625;132;0,2;-640;-640;3066;132,66;245,9454;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:29:836;41,27505005;2,06241972;304,798546350561;999,995262808775;2,367188;229,383545;1425;10;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-154,6875;156;0,24;1888;1632;394;159,28;207,691;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:31:766;41,46380381;2,30373646;1493,49355894979;4899,91340794483;13,390625;42,896118;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;120,410156;221;0,364;0;0;2215;242,44;127,9578;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:32:039;41,39409675;2,4029035;1203,84204571508;3949,61313726386;14,71875;67,510986;6341;39,5;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;201;0,328;-224;-224;3721;230,34;245,885;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:32:055;41,34662509;2,2627591;670,525876647793;2199,88811714114;7,777344;69,186401;6314;22;345359;VLG8BT;1017;0,176;-114,082;174;0,031;170;-113,203125;161;0,252;-32;0;1543;173,36;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:32:234;41,3028103;2,13404951;121,91855301708;399,995265480556;1,453125;84,995728;5107;4;344409;VLG1579;1017;-0,879;-114,258;132;-0,25;136;-116,191406;132;0,2;-640;-640;3066;132,66;245,9454;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:33:813;41,27232805;2,06114418;335,278574097902;1099,99535704336;2,519531;227,416992;1425;11;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-166,464844;158;0,244;1504;1440;394;165;195,4633;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:35:773;41,46144253;2,30904341;1493,48959772661;4899,90041180538;13,453125;44,055176;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;111,796875;221;0,364;64;32;2215;241,56;119,5367;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:36:031;41,39238694;2,39785045;1196,22594194114;3924,62591935818;14,46875;67,543945;6341;39,25;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;197;0,32;-224;-224;3721;226,6;246,0333;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:36:055;41,34524566;2,25882584;670,527499141172;2199,89344028232;7,582031;69,296265;6314;22;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,203125;162;0,256;64;-32;1543;172,92;246,1047;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:36:250;41,30180334;2,13102604;114,298810592853;374,996109745454;1,3125;87,105103;5107;3,75;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,542969;132;0,2;-672;-672;3066;132,88;245,5554;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:37:773;41,26920386;2,06047923;365,758717047982;1199,9958292397;2,671875;224,890137;1425;12;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-175,253906;160;0,248;1408;1344;394;170,06;185,7404;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:39:773;41,45981312;2,31455916;1493,48571535666;4899,88767437073;13,558594;45,098877;1000;49;3C64AD;DLH67E;1017;-27,07;110,742;240;-2,219;244;103,007812;221;0,364;128;32;2215;239,8;110,7751;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:40:023;41,39070475;2,39287131;1196,22971785534;3924,63830752852;14,222656;67,576904;6341;39,25;346690;VLG7NB;1017;-0,176;-114,082;222;0;212;-114,960938;194;0,316;-224;-224;3721;223,52;245,9564;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:40:047;41,34391186;2,25487373;662,909095122479;2174,89867564163;7,386719;69,389648;6314;21,75;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,203125;163;0,256;-384;-448;1543;172,92;246,1047;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:40:273;41,30078019;2,12804366;99,0590416071936;324,996866066545;1,175781;89,763794;5107;3,25;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,71875;132;0,2;-768;-736;3066;133,32;245,1599;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:41:742;41,26602254;2,06016752;388,618928693235;1274,99652601391;2,820312;222,352295;1425;12,75;4C01E3;ASL18J;1017;-3,867;-177,188;174;-0,531;170;-176,308594;163;0,252;1280;1184;394;174,24;182,9608;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:43:781;41,45881805;2,32045185;1493,4817540003;4899,87467779434;13,707031;46,060181;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;94,570312;220;0,364;-32;32;2215;239,58;102,0575;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:44:016;41,38906919;2,38787135;1188,61345692072;3899,65057400378;13,976562;67,598877;6341;39;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;191;0,308;-288;-256;3721;220,44;245,874;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:44:039;41,34262246;2,25108388;655,290586951189;2149,90356929294;7,199219;69,488525;6314;21,5;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,203125;164;0,256;-640;-704;1543;173,36;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:44:305;41,29974244;2,12498939;83,8192545808852;274,997563199151;1,039062;93,169556;5107;2,75;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,191406;133;0,204;-768;-768;3066;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:45:711;41,2627606;2,06001948;411,479190814309;1349,99738839122;2,972656;219,902344;1425;13,5;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-177,1875;167;0,26;1216;1120;394;180,18;181,5875;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:47:781;41,4587016;2,32620899;1493,47810611967;4899,86270968166;13,890625;46,82373;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;86,132812;220;0,364;64;32;2215;238,7;93,3618;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:48:016;41,38748555;2,38303026;1180,99701581523;3874,66224936723;13,738281;67,62085;6341;38,75;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;188;0,304;-288;-352;3721;215,82;245,929;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:48:031;41,34131092;2,24721682;640,052071674727;2099,90843883331;7,007812;69,592896;6314;21;345359;VLG8BT;1017;-0,703;-114,258;174;-0,188;174;-113,554688;164;0,256;-736;-800;1543;173,36;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:48:344;41,29872208;2,12200588;68,5794395534322;224,998168464482;0,910156;97,492676;5107;2,25;344409;VLG1579;1017;-1,758;-114,434;134;0,156;136;-116,367188;133;0,2;-768;-768;3066;134,2;245,3412;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:49:680;41,25945334;2,05998468;434,339496042579;1424,99839219634;3,128906;217,589722;1425;14,25;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-177,714844;172;0,268;1216;1152;394;185,24;180,9283;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:51:781;41,4591096;2,33196239;1493,47456076741;4899,85107794816;14,097656;47,471924;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;78,222656;221;0,364;128;32;2215;238,04;84,9353;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:52:008;41,38588329;2,37819452;1181,00050641131;3874,67370145447;13,5;67,648315;6341;38,75;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;184;0,3;160;32;3721;211,42;245,9784;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:52:031;41,34002023;2,24333909;624,81352431234;2049,9132031049;6,816406;69,691772;6314;20,5;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,554688;163;0,256;-832;-832;1543;172,92;245,3632;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:52:406;41,29766374;2,11903175;53,3396015586331;174,998698377626;0,789062;103,348389;5107;1,75;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,367188;132;0,2;-704;-672;3066;134,2;245,3412;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:53:648;41,25596143;2,05988324;464,819838711061;1524,9995196368;3,300781;215,430908;1425;15,25;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-177,890625;177;0,276;1248;1216;394;190,08;180,9009;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:55:789;41,45998019;2,33769517;1493,47110791318;4899,83974968588;14,324219;48,015747;1000;49;3C64AD;DLH67E;1017;-24,082;76,816;238;-1,969;244;70,3125;221;0,364;64;32;2215;237,38;76,8384;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:56:008;41,38429418;2,37353845;1181,00380138308;3874,68451172966;13,269531;67,686768;6341;38,75;346690;VLG7NB;1017;0,176;-114,082;206;0;194;-114,785156;179;0,292;160;128;3721;206,14;245,9235;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:56:031;41,33872228;2,23955659;609,574900523759;1999,91771663437;6,628906;69,812622;6314;20;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,378906;162;0,256;-864;-864;1543;171,6;245,528;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:56:492;41,29658502;2,11606026;38,0997412074357;124,999154943003;0,679688;111,296997;5107;1,25;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,015625;132;0,2;-672;-672;3066;134,2;245,3412;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:57:625;41,25238664;2,05979106;487,68022084143;1600,0007757454;3,480469;213,43689;1425;16;4C01E3;ASL18J;1017;0,352;-179,121;196;0,031;192;-177,714844;183;0,284;1312;1248;394;196,24;180,8734;No alert, no SPI, aircraft airbone
CAT048;20;129;21:34:59:781;41,46138184;2,34334684;1493,46781844925;4899,82895748104;14,570312;48,438721;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;64,6875;220;0,364;64;128;2215;236,5;69,1864;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:00:000;41,38273933;2,36905056;1181,00692045875;3874,69474491788;13,046875;67,730713;6341;38,75;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,785156;175;0,284;-224;-256;3721;201,52;245,9784;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:00:023;41,33743754;2,23577173;586,716242221184;1924,92211612895;6,441406;69,933472;6314;19,25;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,378906;161;0,252;-864;-864;1543;170,28;245,6927;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:00:602;41,29556918;2,11287882;22,8598642991856;74,99955718734;0,578125;122,167969;5107;0,75;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,367188;132;0,2;-608;-640;3066;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:01:594;41,24872192;2,05973474;518,160648628138;1700,00218244514;3,667969;211,574707;1425;17;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-177,363281;187;0,292;1344;1312;394;200,2;180,8569;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:03:781;41,46321763;2,34858789;1493,4648946831;4899,8193650721;14,820312;48,724365;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;63,28125;220;0,364;-32;0;2215;236,06;65,7147;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:03:992;41,38127221;2,36461354;1173,38996710256;3849,70473966875;12,828125;67,758179;6341;38,5;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,609375;173;0,28;-576;-576;3721;198,44;245,8905;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:04:023;41,33611344;2,23190844;571,477572819218;1874,9264800082;6,25;70,070801;6314;18,75;345359;VLG8BT;1017;-0,176;-114,258;168;-0,031;168;-113,378906;160;0,248;-864;-896;1543;168,96;245,863;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:04:758;41,29454639;2,1097652;7,61995973624289;24,9998687010551;0,507812;136,642456;5107;0,25;344409;VLG1579;1017;0;-114,434;134;0,219;136;-116,015625;132;0,2;-704;-672;3066;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:05:570;41,24498017;2,05965016;541,02111503575;1775,00371505389;3,863281;209,877319;1425;17,75;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-177,539062;192;0,3;1376;1344;394;205,26;181,1151;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:07:781;41,46515133;2,35382029;1493,46194494516;4899,80968745387;15,074219;48,982544;1000;49;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;62,929688;220;0,364;0;-32;2215;236,28;64,4073;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:07:984;41,37980943;2,36017912;1158,15296205319;3799,7145640226;12,609375;67,785645;6341;38;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,785156;172;0,276;-800;-832;3721;196,24;245,918;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:08:016;41,33486935;2,22828201;556,238787036389;1824,93046206047;6,070312;70,20813;6314;18,25;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,378906;159;0,248;-864;-896;1543;168,96;245,863;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:08:945;41,29342884;2,10670456;3,10624018311501E-05;0,00010191077042371;0,484375;154,275513;5107;-0,25;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-115,839844;133;0,2;-768;-640;3066;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:09:547;41,24109373;2,05953042;571,501630824991;1875,00541047586;4,070312;208,306274;1425;18,75;4C01E3;ASL18J;1017;N/A;N/A;N/A;N/A;N/A;-177,539062;197;0,308;1344;1344;394;212,3;181,3458;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:11:773;41,46714532;2,35897504;1493,45900647901;4899,80004681659;15,328125;49,213257;1000;49;3C64AD;DLH67E;1017;1,406;64,336;236;0,031;242;63,28125;220;0,364;-256;-320;2215;236,28;64,4073;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:11:984;41,378313;2,35576276;1142,91588726919;3749,72415958825;12,390625;67,824097;6341;37,5;346690;VLG7NB;1017;-0,176;-114,258;196;-0,031;186;-114,960938;171;0,276;-928;-928;3721;195,36;245,7971;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:12:008;41,33356407;2,22440819;541,000048798509;1774,9346001001;5,878906;70,350952;6314;17,75;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-113,027344;160;0,248;-928;-864;1543;168,96;245,863;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:13:141;41,2924438;2,1035443;7,65928998589516E-05;0,000251289049573243;0,5;172,271118;5107;-0,75;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-115,839844;132;0,2;-800;-672;3066;133,98;245,7312;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:13:523;41,23711992;2,05939108;601,982193239965;1975,00725886941;4,285156;206,867065;1425;19,75;4C01E3;ASL18J;1017;0;-178,594;218;-0,031;212;-177,539062;201;0,316;1536;1728;394;217,14;181,3184;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:15:773;41,46900926;2,36404829;1485,83601144422;4874,79021978665;15,574219;49,449463;1000;48,75;3C64AD;DLH67E;1017;N/A;N/A;N/A;N/A;N/A;63,808594;220;0,364;-480;-544;2215;235,84;64,6271;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:15:977;41,37682219;2,3513483;1120,05876225792;3674,73358956627;12,171875;67,862549;6341;36,75;346690;VLG7NB;1017;N/A;N/A;N/A;N/A;N/A;-114,960938;170;0,276;-928;-960;3721;194,48;245,6763;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:16:008;41,33227908;2,22062041;518,141244666651;1699,93852115213;5,691406;70,504761;6314;17;345359;VLG8BT;1017;N/A;N/A;N/A;N/A;N/A;-112,851562;159;0,248;-800;-864;1543;167,86;245,7202;No alert, no SPI, aircraft airbone
CAT048;20;129;21:35:17:305;41,29140494;2,10044291;9,75299626588821E-05;0,000319980202689767;0,5625;187,46521;5107;-1,25;344409;VLG1579;1017;N/A;N/A;N/A;N/A;N/A;-116,191406;130;0,196;-832;-288;3066;134,2;245,3412;No alert, no SPI, aircraft airbone
